Zeit [h]	Tf [C]	Heizleistung [W]	Massenstrom [kg/s]
51.41666667	22.25	5316	0.362222222
51.43333333	22.3	5325	0.3625
51.45	22.25	5317	0.366111111
51.46666667	22.35	5295	0.3625
51.48333333	22.35	5339	0.364722222
51.5	22.3	5371	0.364722222
51.51666667	22.3	5290	0.363333333
51.53333333	22.35	5264	0.3625
51.55	22.3	5365	0.363333333
51.56666667	22.35	5320	0.364444444
51.58333333	22.25	5324	0.365555556
51.6	22.25	5299	0.364166667
51.61666667	22.35	5282	0.364166667
51.63333333	22.3	5451	0.369166667
51.65	22.3	5262	0.364722222
51.66666667	22.35	5292	0.362777778
51.68333333	22.3	5284	0.361944444
51.7	22.3	5283	0.366388889
51.71666667	22.3	5300	0.366388889
51.73333333	22.25	5327	0.365
51.75	22.35	5280	0.363888889
51.76666667	22.35	5215	0.364722222
51.78333333	22.25	5301	0.365277778
51.8	22.35	5266	0.367222222
51.81666667	22.35	5233	0.363888889
51.83333333	22.35	5374	0.365277778
51.85	22.3	5496	0.368055556
51.86666667	22.3	5320	0.366666667
51.88333333	22.35	5210	0.362222222
51.9	22.25	5288	0.363333333
51.91666667	22.35	5404	0.365277778
51.93333333	22.3	5248	0.366111111
51.95	22.3	5207	0.362222222
51.96666667	22.35	5371	0.367222222
51.98333333	22.3	5336	0.3625
52	22.35	5291	0.364722222
52.01666667	22.35	5357	0.364166667
52.03333333	22.3	5257	0.363611111
52.05	22.35	5362	0.366666667
52.06666667	22.3	5218	0.365
52.08333333	22.3	5406	0.365555556
52.1	22.3	5162	0.362222222
52.11666667	22.35	5343	0.365277778
52.13333333	22.3	5438	0.364722222
52.15	22.35	5226	0.363611111
52.16666667	22.35	5373	0.366111111
52.18333333	22.3	5224	0.366666667
52.2	22.3	5365	0.364722222
52.21666667	22.35	5327	0.365277778
52.23333333	22.3	5276	0.367222222
52.25	22.3	5421	0.3675
52.26666667	22.35	5269	0.365555556
52.28333333	22.35	5310	0.365277778
52.3	22.35	5239	0.363611111
52.31666667	22.3	5243	0.365
52.33333333	22.3	5306	0.367222222
52.35	22.35	5352	0.364722222
52.36666667	22.25	5299	0.366666667
52.38333333	22.35	5344	0.365555556
52.4	22.35	5317	0.368055556
52.41666667	22.35	5357	0.366388889
52.43333333	22.3	5220	0.365555556
52.45	22.3	5286	0.365833333
52.46666667	22.35	5348	0.365833333
52.48333333	22.35	5290	0.366111111
52.5	22.3	5231	0.366388889
52.51666667	22.3	5233	0.366388889
52.53333333	22.35	5263	0.363333333
52.55	22.35	5262	0.361111111
52.56666667	22.3	5159	0.364444444
52.58333333	22.35	5314	0.364444444
52.6	22.35	5132	0.364722222
52.61666667	22.35	5303	0.362777778
52.63333333	22.35	5307	0.365277778
52.65	22.3	5305	0.365
52.66666667	22.3	5311	0.364444444
52.68333333	22.35	5277	0.364166667
52.7	22.3	5165	0.365
52.71666667	22.35	5315	0.365833333
52.73333333	22.35	5245	0.362222222
52.75	22.35	5175	0.364722222
52.76666667	22.35	5282	0.365833333
52.78333333	22.35	5344	0.366666667
52.8	22.35	5327	0.367777778
52.81666667	22.3	5307	0.365277778
52.83333333	22.35	5330	0.365833333
52.85	22.35	5324	0.366388889
52.86666667	22.3	5251	0.366666667
52.88333333	22.3	5323	0.365277778
52.9	22.35	5321	0.367222222
52.91666667	22.35	5350	0.363055556
52.93333333	22.35	5371	0.366388889
52.95	22.3	5286	0.365
52.96666667	22.35	5355	0.3675
52.98333333	22.3	5158	0.3625
53	22.35	5308	0.3675
53.01666667	22.35	5322	0.366388889
53.03333333	22.4	5176	0.362777778
53.05	22.35	5375	0.365833333
53.06666667	22.4	5272	0.365
53.08333333	22.35	5257	0.365277778
53.1	22.35	5397	0.366388889
53.11666667	22.35	5354	0.3675
53.13333333	22.35	5309	0.366666667
53.15	22.35	5231	0.366666667
53.16666667	22.35	5295	0.365555556
53.18333333	22.25	5349	0.368333333
53.2	22.4	5310	0.366666667
53.21666667	22.35	5287	0.366111111
53.23333333	22.35	5326	0.366666667
53.25	22.3	5244	0.366388889
53.26666667	22.4	5224	0.367222222
53.28333333	22.4	5322	0.3675
53.3	22.4	5237	0.363888889
53.31666667	22.35	5409	0.365277778
53.33333333	22.25	5325	0.364722222
53.35	22.35	5252	0.365833333
53.36666667	22.35	5307	0.364444444
53.38333333	22.35	5250	0.364722222
53.4	22.35	5317	0.366111111
53.41666667	22.35	5373	0.364722222
53.43333333	22.3	5333	0.366388889
53.45	22.35	5225	0.365277778
53.46666667	22.35	5301	0.367222222
53.48333333	22.35	5325	0.364722222
53.5	22.3	5248	0.366944444
53.51666667	22.3	5304	0.368611111
53.53333333	22.4	5217	0.365833333
53.55	22.3	5182	0.365277778
53.56666667	22.35	5333	0.366111111
53.58333333	22.35	5331	0.367222222
53.6	22.35	5313	0.365
53.61666667	22.3	5360	0.369166667
53.63333333	22.3	5253	0.367222222
53.65	22.3	5283	0.366111111
53.66666667	22.45	5371	0.366944444
53.68333333	22.35	5461	0.364722222
53.7	22.35	5261	0.3625
53.71666667	22.35	5250	0.365
53.73333333	22.35	5348	0.3675
53.75	22.35	5275	0.363611111
53.76666667	22.3	5253	0.366388889
53.78333333	22.35	5340	0.365
53.8	22.35	5317	0.366388889
53.81666667	22.35	5321	0.364722222
53.83333333	22.35	5288	0.364722222
53.85	22.35	5278	0.366111111
53.86666667	22.3	5223	0.365555556
53.88333333	22.4	5267	0.365277778
53.9	22.35	5315	0.364444444
53.91666667	22.4	5164	0.365555556
53.93333333	22.4	5293	0.366944444
53.95	22.35	5291	0.367222222
53.96666667	22.35	5330	0.366388889
53.98333333	22.45	5284	0.3675
54	22.35	5373	0.367222222
54.01666667	22.3	5172	0.367222222
54.03333333	22.35	5292	0.365
54.05	22.3	5398	0.364722222
54.06666667	22.4	5196	0.364722222
54.08333333	22.4	5274	0.364722222
54.1	22.35	5350	0.365555556
54.11666667	22.35	5314	0.365555556
54.13333333	22.35	5361	0.368611111
54.15	22.4	5162	0.365833333
54.16666667	22.35	5340	0.366111111
54.18333333	22.4	5235	0.365277778
54.2	22.3	5202	0.364166667
54.21666667	22.35	5382	0.365
54.23333333	22.35	5326	0.366388889
54.25	22.45	5329	0.365555556
54.26666667	22.35	5412	0.366944444
54.28333333	22.35	5324	0.364166667
54.3	22.35	5298	0.365555556
54.31666667	22.35	5265	0.366388889
54.33333333	22.35	5360	0.365555556
54.35	22.4	5255	0.365833333
54.36666667	22.4	5330	0.365833333
54.38333333	22.35	5388	0.365277778
54.4	22.3	5317	0.366944444
54.41666667	22.45	5254	0.365833333
54.43333333	22.35	5298	0.365555556
54.45	22.35	5314	0.365833333
54.46666667	22.35	5325	0.364444444
54.48333333	22.4	5356	0.366388889
54.5	22.35	5349	0.366111111
54.51666667	22.35	5336	0.366388889
54.53333333	22.4	5213	0.365277778
54.55	22.35	5443	0.367222222
54.56666667	22.35	5305	0.365
54.58333333	22.4	5225	0.368055556
54.6	22.35	5263	0.364444444
54.61666667	22.35	5350	0.365277778
54.63333333	22.35	5355	0.364444444
54.65	22.35	5373	0.363611111
54.66666667	22.35	5356	0.3625
54.68333333	22.35	5381	0.3675
54.7	22.35	5284	0.366111111
54.71666667	22.35	5304	0.365277778
54.73333333	22.35	5328	0.364722222
54.75	22.35	5309	0.365555556
54.76666667	22.35	5324	0.366666667
54.78333333	22.35	5336	0.363333333
54.8	22.35	5315	0.367222222
54.81666667	22.35	5377	0.367222222
54.83333333	22.3	5165	0.366388889
54.85	22.4	5264	0.364722222
54.86666667	22.35	5266	0.367222222
54.88333333	22.45	5447	0.364722222
54.9	22.4	5331	0.363888889
54.91666667	22.35	5297	0.365
54.93333333	22.3	5319	0.368611111
54.95	22.35	5301	0.365277778
54.96666667	22.4	5101	0.363055556
54.98333333	22.4	5215	0.364722222
55	22.35	5260	0.365833333
55.01666667	22.4	5368	0.365555556
55.03333333	22.45	5272	0.369444444
55.05	22.35	5386	0.366944444
55.06666667	22.35	5346	0.365277778
55.08333333	22.45	5287	0.366666667
55.1	22.4	5235	0.365
55.11666667	22.4	5393	0.366388889
55.13333333	22.35	5336	0.364722222
55.15	22.4	5219	0.365
55.16666667	22.35	5311	0.366111111
55.18333333	22.4	5387	0.365
55.2	22.4	5268	0.366388889
55.21666667	22.35	5317	0.364444444
55.23333333	22.4	5208	0.366388889
55.25	22.4	5286	0.3675
55.26666667	22.4	5208	0.365555556
55.28333333	22.3	5254	0.366388889
55.3	22.4	5278	0.365
55.31666667	22.4	5211	0.363611111
55.33333333	22.4	5291	0.365
55.35	22.35	5181	0.365555556
55.36666667	22.4	5257	0.365833333
55.38333333	22.35	5276	0.366111111
55.4	22.4	5217	0.368333333
55.41666667	22.45	5226	0.364722222
55.43333333	22.4	5226	0.366944444
55.45	22.35	5315	0.366666667
55.46666667	22.4	5463	0.367222222
55.48333333	22.35	5396	0.366944444
55.5	22.35	5238	0.365555556
55.51666667	22.4	5276	0.365
55.53333333	22.4	5192	0.365833333
55.55	22.35	5321	0.367222222
55.56666667	22.35	5315	0.366666667
55.58333333	22.35	5361	0.366666667
55.6	22.45	5358	0.3675
55.61666667	22.45	5311	0.366666667
55.63333333	22.4	5247	0.364166667
55.65	22.45	5332	0.366944444
55.66666667	22.35	5307	0.365277778
55.68333333	22.4	5305	0.365
55.7	22.4	5280	0.366666667
55.71666667	22.4	5401	0.366111111
55.73333333	22.35	5343	0.369722222
55.75	22.35	5285	0.368055556
55.76666667	22.4	5399	0.367222222
55.78333333	22.4	5300	0.368055556
55.8	22.4	5268	0.364722222
55.81666667	22.4	5336	0.365
55.83333333	22.4	5297	0.366666667
55.85	22.35	5347	0.364722222
55.86666667	22.35	5317	0.366944444
55.88333333	22.4	5264	0.365555556
55.9	22.4	5265	0.364444444
55.91666667	22.4	5084	0.363611111
55.93333333	22.4	5209	0.363888889
55.95	22.45	5205	0.363611111
55.96666667	22.45	5392	0.366944444
55.98333333	22.4	5286	0.369166667
56	22.4	5256	0.366111111
56.01666667	22.35	5310	0.367777778
56.03333333	22.35	5399	0.365277778
56.05	22.4	5329	0.366944444
56.06666667	22.4	5252	0.366944444
56.08333333	22.4	5167	0.363333333
56.1	22.35	5283	0.364722222
56.11666667	22.4	5363	0.363888889
56.13333333	22.45	5350	0.365277778
56.15	22.35	5323	0.366388889
56.16666667	22.4	5259	0.366388889
56.18333333	22.35	5296	0.368055556
56.2	22.35	5313	0.364722222
56.21666667	22.45	5227	0.364166667
56.23333333	22.4	5194	0.363055556
56.25	22.35	5350	0.365277778
56.26666667	22.45	5337	0.3675
56.28333333	22.45	5225	0.365
56.3	22.45	5274	0.365555556
56.31666667	22.35	5273	0.366388889
56.33333333	22.4	5265	0.365833333
56.35	22.35	5302	0.369722222
56.36666667	22.45	5315	0.364166667
56.38333333	22.4	5267	0.367222222
56.4	22.4	5441	0.364444444
56.41666667	22.35	5261	0.366666667
56.43333333	22.4	5271	0.366388889
56.45	22.4	5294	0.364722222
56.46666667	22.4	5443	0.365555556
56.48333333	22.45	5219	0.367222222
56.5	22.45	5316	0.364166667
56.51666667	22.4	5132	0.366388889
56.53333333	22.45	5264	0.363888889
56.55	22.45	5294	0.365833333
56.56666667	22.45	5348	0.366388889
56.58333333	22.35	5330	0.367222222
56.6	22.35	5283	0.365277778
56.61666667	22.35	5255	0.3675
56.63333333	22.35	5369	0.368055556
56.65	22.45	5365	0.366666667
56.66666667	22.45	5344	0.365277778
56.68333333	22.4	5263	0.366944444
56.7	22.35	5321	0.365833333
56.71666667	22.4	5263	0.366111111
56.73333333	22.4	5172	0.365
56.75	22.4	5247	0.364722222
56.76666667	22.4	5131	0.363055556
56.78333333	22.35	5327	0.366111111
56.8	22.4	5319	0.366666667
56.81666667	22.35	5261	0.366944444
56.83333333	22.4	5198	0.365555556
56.85	22.4	5227	0.366666667
56.86666667	22.4	5215	0.366944444
56.88333333	22.45	5168	0.364722222
56.9	22.4	5228	0.364722222
56.91666667	22.4	5402	0.367222222
56.93333333	22.45	5316	0.366388889
56.95	22.4	5357	0.367222222
56.96666667	22.45	5345	0.365277778
56.98333333	22.45	5272	0.364444444
57	22.4	5244	0.365833333
57.01666667	22.45	5230	0.364722222
57.03333333	22.4	5264	0.367222222
57.05	22.4	5244	0.364722222
57.06666667	22.4	5433	0.367222222
57.08333333	22.35	5343	0.368333333
57.1	22.45	5296	0.367222222
57.11666667	22.35	5268	0.366388889
57.13333333	22.45	5326	0.368333333
57.15	22.4	5341	0.366111111
57.16666667	22.4	5264	0.366111111
57.18333333	22.4	5264	0.365277778
57.2	22.35	5341	0.367222222
57.21666667	22.35	5221	0.366388889
57.23333333	22.35	5241	0.366944444
57.25	22.45	5288	0.364722222
57.26666667	22.4	5402	0.365277778
57.28333333	22.4	5223	0.365555556
57.3	22.35	5273	0.364722222
57.31666667	22.45	5302	0.366666667
57.33333333	22.45	5296	0.367222222
57.35	22.45	5249	0.364166667
57.36666667	22.45	5242	0.366944444
57.38333333	22.4	5256	0.368888889
57.4	22.4	5224	0.3675
57.41666667	22.45	5349	0.365833333
57.43333333	22.45	5280	0.365277778
57.45	22.35	5316	0.364444444
57.46666667	22.35	5323	0.367222222
57.48333333	22.45	5248	0.367222222
57.5	22.4	5250	0.365277778
57.51666667	22.45	5281	0.3675
57.53333333	22.4	5201	0.364166667
57.55	22.4	5249	0.365277778
57.56666667	22.4	5155	0.364166667
57.58333333	22.45	5293	0.367222222
57.6	22.4	5270	0.366666667
57.61666667	22.45	5236	0.366666667
57.63333333	22.4	5188	0.365277778
57.65	22.45	5242	0.364722222
57.66666667	22.45	5232	0.364166667
57.68333333	22.35	5349	0.362777778
57.7	22.4	5243	0.364722222
57.71666667	22.45	5228	0.362777778
57.73333333	22.4	5224	0.365833333
57.75	22.45	5082	0.365277778
57.76666667	22.45	5222	0.364722222
57.78333333	22.4	5113	0.364444444
57.8	22.45	5244	0.366111111
57.81666667	22.4	5297	0.365555556
57.83333333	22.45	5329	0.364444444
57.85	22.4	5345	0.365555556
57.86666667	22.45	5346	0.366666667
57.88333333	22.45	5230	0.367222222
57.9	22.45	5311	0.366666667
57.91666667	22.45	5247	0.365555556
57.93333333	22.4	5238	0.366944444
57.95	22.35	5301	0.366944444
57.96666667	22.4	5284	0.364722222
57.98333333	22.4	5247	0.367777778
58	22.4	5199	0.366111111
58.01666667	22.4	5411	0.367222222
58.03333333	22.45	5253	0.3625
58.05	22.4	5206	0.365833333
58.06666667	22.45	5282	0.368055556
58.08333333	22.45	5274	0.367222222
58.1	22.4	5348	0.365
58.11666667	22.45	5412	0.368333333
58.13333333	22.4	5404	0.367777778
58.15	22.4	5413	0.365277778
58.16666667	22.45	5308	0.366666667
58.18333333	22.45	5347	0.361944444
58.2	22.45	5344	0.364722222
58.21666667	22.45	5268	0.367222222
58.23333333	22.45	5305	0.365277778
58.25	22.4	5392	0.366111111
58.26666667	22.45	5348	0.366111111
58.28333333	22.35	5297	0.366944444
58.3	22.35	5346	0.366111111
58.31666667	22.4	5298	0.364722222
58.33333333	22.4	5318	0.366388889
58.35	22.45	5329	0.366111111
58.36666667	22.45	5331	0.365
58.38333333	22.45	5427	0.3675
58.4	22.35	5351	0.366666667
58.41666667	22.45	5285	0.365277778
58.43333333	22.45	5289	0.365555556
58.45	22.45	5448	0.366944444
58.46666667	22.35	5321	0.366666667
58.48333333	22.5	5360	0.364166667
58.5	22.45	5288	0.363333333
58.51666667	22.4	5293	0.364722222
58.53333333	22.45	5279	0.365
58.55	22.4	5299	0.365277778
58.56666667	22.45	5258	0.364722222
58.58333333	22.45	5195	0.365555556
58.6	22.45	5287	0.365555556
58.61666667	22.4	5331	0.365277778
58.63333333	22.5	5402	0.366111111
58.65	22.4	5234	0.361944444
58.66666667	22.45	5372	0.3675
58.68333333	22.45	5198	0.364722222
58.7	22.45	5277	0.365833333
58.71666667	22.45	5288	0.364722222
58.73333333	22.45	5199	0.365833333
58.75	22.5	5256	0.365555556
58.76666667	22.4	5244	0.364722222
58.78333333	22.45	5164	0.366666667
58.8	22.45	5339	0.367222222
58.81666667	22.35	5293	0.365
58.83333333	22.5	5204	0.3675
58.85	22.4	5292	0.368333333
58.86666667	22.4	5241	0.364722222
58.88333333	22.45	5261	0.367222222
58.9	22.4	5237	0.366388889
58.91666667	22.45	5254	0.367777778
58.93333333	22.45	5361	0.366666667
58.95	22.4	5235	0.363333333
58.96666667	22.45	5237	0.364444444
58.98333333	22.45	5320	0.364722222
59	22.4	5271	0.365
59.01666667	22.45	5343	0.364722222
59.03333333	22.5	5251	0.365555556
59.05	22.45	5313	0.366666667
59.06666667	22.5	5223	0.364444444
59.08333333	22.45	5274	0.363888889
59.1	22.45	5214	0.363888889
59.11666667	22.45	5341	0.365277778
59.13333333	22.45	5346	0.364722222
59.15	22.45	5395	0.368055556
59.16666667	22.45	5235	0.364444444
59.18333333	22.45	5380	0.365
59.2	22.35	5295	0.365555556
59.21666667	22.45	5401	0.366388889
59.23333333	22.45	5230	0.367222222
59.25	22.45	5232	0.363333333
59.26666667	22.45	5284	0.364722222
59.28333333	22.35	5139	0.362222222
59.3	22.4	5240	0.365833333
59.31666667	22.45	5485	0.366944444
59.33333333	22.45	5248	0.364444444
59.35	22.45	5304	0.365
59.36666667	22.45	5377	0.365
59.38333333	22.5	5240	0.367222222
59.4	22.45	5292	0.364444444
59.41666667	22.45	5288	0.365
59.43333333	22.45	5312	0.364722222
59.45	22.4	5222	0.363888889
59.46666667	22.35	5317	0.365
59.48333333	22.4	5193	0.362777778
59.5	22.5	5213	0.365277778
59.51666667	22.45	5334	0.363055556
59.53333333	22.45	5298	0.365
59.55	22.5	5236	0.364722222
59.56666667	22.4	5229	0.366666667
59.58333333	22.45	5355	0.364722222
59.6	22.45	5333	0.364166667
59.61666667	22.45	5238	0.363888889
59.63333333	22.45	5381	0.368333333
59.65	22.45	5289	0.365277778
59.66666667	22.45	5318	0.366388889
59.68333333	22.45	5361	0.366944444
59.7	22.4	5175	0.363888889
59.71666667	22.45	5353	0.365555556
59.73333333	22.45	5339	0.366666667
59.75	22.5	5153	0.365555556
59.76666667	22.4	5269	0.367222222
59.78333333	22.4	5439	0.366111111
59.8	22.55	5337	0.366388889
59.81666667	22.45	5351	0.3675
59.83333333	22.45	5309	0.365555556
59.85	22.5	5425	0.366111111
59.86666667	22.45	5336	0.364444444
59.88333333	22.45	5303	0.366388889
59.9	22.45	5237	0.367222222
59.91666667	22.45	5339	0.364722222
59.93333333	22.45	5320	0.368888889
59.95	22.45	5397	0.368611111
59.96666667	22.5	5308	0.365555556
59.98333333	22.45	5318	0.365277778
60	22.45	5333	0.368611111
60.01666667	22.45	5296	0.364722222
60.03333333	22.45	5301	0.366388889
60.05	22.45	5273	0.364444444
60.06666667	22.45	5342	0.363888889
60.08333333	22.45	5378	0.365277778
60.1	22.45	5340	0.366944444
60.11666667	22.45	5348	0.366388889
60.13333333	22.45	5358	0.365833333
60.15	22.45	5245	0.3625
60.16666667	22.4	5200	0.365555556
60.18333333	22.5	5342	0.365833333
60.2	22.45	5294	0.363611111
60.21666667	22.45	5282	0.364166667
60.23333333	22.45	5312	0.368055556
60.25	22.55	5337	0.366666667
60.26666667	22.45	5331	0.366388889
60.28333333	22.45	5211	0.364444444
60.3	22.45	5313	0.364166667
60.31666667	22.45	5211	0.366388889
60.33333333	22.5	5189	0.365833333
60.35	22.55	5257	0.365277778
60.36666667	22.45	5276	0.365555556
60.38333333	22.5	5382	0.3675
60.4	22.45	5329	0.366111111
60.41666667	22.45	5259	0.366666667
60.43333333	22.45	5224	0.363055556
60.45	22.45	5286	0.3675
60.46666667	22.45	5301	0.366388889
60.48333333	22.45	5361	0.364166667
60.5	22.55	5304	0.366388889
60.51666667	22.55	5340	0.366666667
60.53333333	22.45	5376	0.366111111
60.55	22.45	5269	0.366111111
60.56666667	22.45	5273	0.364444444
60.58333333	22.45	5403	0.367777778
60.6	22.45	5334	0.365277778
60.61666667	22.5	5299	0.365
60.63333333	22.45	5367	0.363611111
60.65	22.45	5349	0.364722222
