Zeit [h]	Tf [C]	Heizleistung [W]	Massenstrom [kg/s]
25.65	21.45	5331	0.366388889
25.66666667	21.5	5259	0.364444444
25.68333333	21.45	5322	0.365277778
25.7	21.45	5335	0.3675
25.71666667	21.45	5366	0.369722222
25.73333333	21.45	5322	0.368888889
25.75	21.5	5278	0.364722222
25.76666667	21.4	5202	0.367777778
25.78333333	21.45	5250	0.364722222
25.8	21.55	5287	0.365277778
25.81666667	21.5	5261	0.3675
25.83333333	21.5	5240	0.3675
25.85	21.6	5273	0.367222222
25.86666667	21.5	5324	0.365277778
25.88333333	21.5	5206	0.369444444
25.9	21.5	5282	0.365833333
25.91666667	21.5	5220	0.364722222
25.93333333	21.5	5273	0.366388889
25.95	21.5	5311	0.370277778
25.96666667	21.5	5320	0.3675
25.98333333	21.5	5267	0.363888889
26	21.45	5231	0.365555556
26.01666667	21.5	5289	0.365277778
26.03333333	21.5	5298	0.365833333
26.05	21.45	5290	0.363333333
26.06666667	21.5	5360	0.368888889
26.08333333	21.5	5308	0.370833333
26.1	21.4	5192	0.363888889
26.11666667	21.5	5211	0.363055556
26.13333333	21.5	5180	0.366111111
26.15	21.45	5104	0.367222222
26.16666667	21.45	5342	0.365833333
26.18333333	21.45	5223	0.3625
26.2	21.5	5264	0.365555556
26.21666667	21.5	5291	0.3675
26.23333333	21.5	5239	0.365
26.25	21.55	5325	0.364722222
26.26666667	21.5	5300	0.365833333
26.28333333	21.45	5289	0.363333333
26.3	21.5	5396	0.368333333
26.31666667	21.5	5382	0.369722222
26.33333333	21.5	5408	0.368055556
26.35	21.55	5284	0.365
26.36666667	21.55	5339	0.367777778
26.38333333	21.55	5293	0.3675
26.4	21.5	5167	0.366388889
26.41666667	21.5	5353	0.369722222
26.43333333	21.5	5239	0.366111111
26.45	21.5	5191	0.365
26.46666667	21.55	5253	0.367222222
26.48333333	21.5	5218	0.366944444
26.5	21.55	5310	0.367777778
26.51666667	21.5	5313	0.366944444
26.53333333	21.5	5282	0.365833333
26.55	21.55	5293	0.37
26.56666667	21.45	5342	0.369166667
26.58333333	21.5	5265	0.365833333
26.6	21.45	5390	0.368055556
26.61666667	21.5	5225	0.369444444
26.63333333	21.5	5269	0.366111111
26.65	21.55	5324	0.364722222
26.66666667	21.5	5291	0.3675
26.68333333	21.55	5299	0.366944444
26.7	21.55	5302	0.368333333
26.71666667	21.55	5351	0.3675
26.73333333	21.55	5288	0.364166667
26.75	21.55	5379	0.3675
26.76666667	21.55	5326	0.366944444
26.78333333	21.55	5297	0.366111111
26.8	21.55	5348	0.365277778
26.81666667	21.5	5167	0.364444444
26.83333333	21.55	5255	0.365277778
26.85	21.55	5251	0.365
26.86666667	21.55	5404	0.366111111
26.88333333	21.55	5332	0.362222222
26.9	21.55	5314	0.364166667
26.91666667	21.6	5161	0.363055556
26.93333333	21.45	5311	0.368055556
26.95	21.55	5365	0.369722222
26.96666667	21.55	5343	0.366111111
26.98333333	21.5	5217	0.365833333
27	21.55	5368	0.366666667
27.01666667	21.5	5295	0.368333333
27.03333333	21.6	5245	0.368888889
27.05	21.55	5231	0.363611111
27.06666667	21.55	5350	0.365555556
27.08333333	21.5	5283	0.367222222
27.1	21.55	5282	0.363055556
27.11666667	21.55	5246	0.364722222
27.13333333	21.5	5286	0.364444444
27.15	21.55	5250	0.365
27.16666667	21.5	5245	0.364722222
27.18333333	21.55	5261	0.364722222
27.2	21.55	5183	0.364444444
27.21666667	21.55	5372	0.365
27.23333333	21.55	5171	0.361666667
27.25	21.5	5307	0.367777778
27.26666667	21.55	5348	0.365555556
27.28333333	21.55	5326	0.363888889
27.3	21.55	5436	0.367222222
27.31666667	21.45	5413	0.364722222
27.33333333	21.55	5176	0.364166667
27.35	21.6	5366	0.366666667
27.36666667	21.55	5255	0.362222222
27.38333333	21.6	5265	0.366111111
27.4	21.55	5471	0.3675
27.41666667	21.6	5303	0.366666667
27.43333333	21.55	5298	0.368333333
27.45	21.55	5352	0.364722222
27.46666667	21.55	5334	0.366666667
27.48333333	21.55	5297	0.364166667
27.5	21.55	5302	0.366666667
27.51666667	21.55	5328	0.365
27.53333333	21.55	5341	0.366944444
27.55	21.5	5184	0.365
27.56666667	21.55	5318	0.364444444
27.58333333	21.55	5432	0.366111111
27.6	21.55	5249	0.367222222
27.61666667	21.65	5311	0.368333333
27.63333333	21.6	5318	0.365833333
27.65	21.55	5369	0.367222222
27.66666667	21.55	5327	0.365277778
27.68333333	21.55	5271	0.364444444
27.7	21.65	5395	0.368888889
27.71666667	21.65	5463	0.367222222
27.73333333	21.55	5285	0.366388889
27.75	21.6	5324	0.370277778
27.76666667	21.55	5377	0.366666667
27.78333333	21.6	5382	0.364722222
27.8	21.6	5218	0.367222222
27.81666667	21.55	5343	0.368333333
27.83333333	21.5	5299	0.365277778
27.85	21.55	5283	0.3675
27.86666667	21.6	5344	0.365555556
27.88333333	21.55	5358	0.365555556
27.9	21.5	5236	0.366388889
27.91666667	21.55	5350	0.368055556
27.93333333	21.55	5294	0.368333333
27.95	21.6	5148	0.364444444
27.96666667	21.6	5299	0.3675
27.98333333	21.55	5373	0.3675
28	21.55	5258	0.368055556
28.01666667	21.6	5269	0.368888889
28.03333333	21.6	5285	0.370833333
28.05	21.6	5237	0.365555556
28.06666667	21.55	5354	0.367222222
28.08333333	21.55	5320	0.367222222
28.1	21.6	5513	0.368611111
28.11666667	21.55	5320	0.367222222
28.13333333	21.6	5291	0.368333333
28.15	21.55	5267	0.366666667
28.16666667	21.55	5225	0.364722222
28.18333333	21.5	5283	0.369722222
28.2	21.6	5269	0.365555556
28.21666667	21.5	5300	0.364722222
28.23333333	21.6	5250	0.37
28.25	21.6	5282	0.366666667
28.26666667	21.55	5211	0.364722222
28.28333333	21.6	5204	0.366388889
28.3	21.6	5192	0.366666667
28.31666667	21.6	5241	0.369166667
28.33333333	21.6	5331	0.366944444
28.35	21.6	5339	0.368333333
28.36666667	21.6	5405	0.367777778
28.38333333	21.55	5167	0.368333333
28.4	21.6	5196	0.363888889
28.41666667	21.65	5269	0.364722222
28.43333333	21.6	5277	0.365555556
28.45	21.6	5291	0.367222222
28.46666667	21.65	5299	0.365555556
28.48333333	21.55	5293	0.365277778
28.5	21.6	5346	0.367777778
28.51666667	21.55	5380	0.368055556
28.53333333	21.65	5391	0.367777778
28.55	21.55	5316	0.364722222
28.56666667	21.65	5314	0.365555556
28.58333333	21.6	5271	0.365833333
28.6	21.6	5224	0.364722222
28.61666667	21.6	5201	0.364166667
28.63333333	21.6	5411	0.366944444
28.65	21.6	5239	0.365833333
28.66666667	21.65	5292	0.363055556
28.68333333	21.6	5239	0.365833333
28.7	21.65	5325	0.3675
28.71666667	21.6	5162	0.364722222
28.73333333	21.55	5271	0.365
28.75	21.6	5187	0.366388889
28.76666667	21.55	5078	0.363055556
28.78333333	21.65	5287	0.365
28.8	21.65	5325	0.3675
28.81666667	21.65	5244	0.365
28.83333333	21.65	5345	0.366666667
28.85	21.55	5343	0.365555556
28.86666667	21.65	5331	0.365833333
28.88333333	21.65	5303	0.366944444
28.9	21.65	5238	0.364722222
28.91666667	21.55	5350	0.367222222
28.93333333	21.65	5316	0.369166667
28.95	21.65	5331	0.365833333
28.96666667	21.65	5294	0.365555556
28.98333333	21.6	5219	0.366666667
29	21.65	5319	0.366111111
29.01666667	21.7	5208	0.365555556
29.03333333	21.65	5336	0.366111111
29.05	21.65	5328	0.363611111
29.06666667	21.6	5313	0.366666667
29.08333333	21.65	5299	0.365833333
29.1	21.6	5193	0.365833333
29.11666667	21.65	5305	0.365277778
29.13333333	21.6	5287	0.369166667
29.15	21.55	5347	0.368055556
29.16666667	21.65	5358	0.365833333
29.18333333	21.7	5348	0.363888889
29.2	21.65	5157	0.365277778
29.21666667	21.65	5338	0.3675
29.23333333	21.6	5179	0.364722222
29.25	21.65	5317	0.366944444
29.26666667	21.65	5376	0.368055556
29.28333333	21.6	5285	0.365833333
29.3	21.6	5284	0.368055556
29.31666667	21.65	5318	0.368055556
29.33333333	21.65	5322	0.365277778
29.35	21.6	5313	0.366944444
29.36666667	21.65	5304	0.369166667
29.38333333	21.6	5288	0.367222222
29.4	21.65	5378	0.368055556
29.41666667	21.6	5389	0.364722222
29.43333333	21.65	5292	0.366388889
29.45	21.65	5257	0.367222222
29.46666667	21.65	5210	0.363888889
29.48333333	21.65	5274	0.366111111
29.5	21.65	5323	0.367222222
29.51666667	21.65	5239	0.366944444
29.53333333	21.65	5287	0.365
29.55	21.65	5406	0.364722222
29.56666667	21.65	5288	0.363055556
29.58333333	21.6	5191	0.364722222
29.6	21.65	5284	0.369166667
29.61666667	21.65	5310	0.362222222
29.63333333	21.65	5367	0.368333333
29.65	21.65	5306	0.367222222
29.66666667	21.65	5297	0.365555556
29.68333333	21.6	5365	0.365
29.7	21.65	5253	0.364722222
29.71666667	21.65	5354	0.365555556
29.73333333	21.65	5254	0.368888889
29.75	21.6	5280	0.368888889
29.76666667	21.6	5235	0.365833333
29.78333333	21.65	5338	0.368611111
29.8	21.65	5398	0.367222222
29.81666667	21.65	5327	0.365833333
29.83333333	21.6	5237	0.364722222
29.85	21.65	5330	0.366944444
29.86666667	21.65	5106	0.368333333
29.88333333	21.6	5250	0.365833333
29.9	21.65	5278	0.366666667
29.91666667	21.7	5273	0.366111111
29.93333333	21.7	5253	0.363888889
29.95	21.65	5400	0.366388889
29.96666667	21.65	5326	0.366944444
29.98333333	21.65	5313	0.364722222
30	21.65	5189	0.368055556
30.01666667	21.6	5224	0.366944444
30.03333333	21.6	5316	0.368333333
30.05	21.65	5387	0.37
30.06666667	21.65	5369	0.366666667
30.08333333	21.65	5340	0.367777778
30.1	21.65	5351	0.365555556
30.11666667	21.65	5255	0.367222222
30.13333333	21.65	5223	0.365
30.15	21.6	5187	0.364722222
30.16666667	21.65	5335	0.369444444
30.18333333	21.65	5342	0.366944444
30.2	21.7	5365	0.3675
30.21666667	21.65	5455	0.369444444
30.23333333	21.65	5347	0.369444444
30.25	21.65	5336	0.364444444
30.26666667	21.65	5275	0.3675
30.28333333	21.65	5211	0.366388889
30.3	21.65	5264	0.365833333
30.31666667	21.65	5231	0.363333333
30.33333333	21.65	5337	0.366666667
30.35	21.65	5280	0.366944444
30.36666667	21.65	5345	0.367222222
30.38333333	21.65	5254	0.365277778
30.4	21.65	5344	0.368333333
30.41666667	21.65	5287	0.366388889
30.43333333	21.7	5334	0.3675
30.45	21.65	5335	0.363611111
30.46666667	21.65	5246	0.366666667
30.48333333	21.55	5352	0.365555556
30.5	21.65	5339	0.365833333
30.51666667	21.65	5259	0.367777778
30.53333333	21.65	5273	0.366388889
30.55	21.65	5309	0.366944444
30.56666667	21.7	5241	0.367777778
30.58333333	21.65	5293	0.365833333
30.6	21.65	5351	0.368888889
30.61666667	21.7	5247	0.366944444
30.63333333	21.65	5285	0.365277778
30.65	21.7	5268	0.367222222
30.66666667	21.7	5250	0.368333333
30.68333333	21.6	5199	0.365833333
30.7	21.65	5334	0.366666667
30.71666667	21.7	5264	0.368055556
30.73333333	21.7	5285	0.3675
30.75	21.7	5215	0.368055556
30.76666667	21.65	5349	0.37
30.78333333	21.7	5322	0.371111111
30.8	21.7	5247	0.368055556
30.81666667	21.65	5363	0.366666667
30.83333333	21.7	5162	0.365555556
30.85	21.7	5244	0.366944444
30.86666667	21.7	5274	0.366944444
30.88333333	21.65	5343	0.367222222
30.9	21.7	5281	0.368055556
30.91666667	21.65	5250	0.367222222
30.93333333	21.65	5279	0.367222222
30.95	21.65	5301	0.366666667
30.96666667	21.65	5260	0.364722222
30.98333333	21.7	5312	0.365277778
31	21.7	5403	0.366111111
31.01666667	21.65	5322	0.367777778
31.03333333	21.65	5118	0.366666667
31.05	21.7	5145	0.365277778
31.06666667	21.65	5413	0.368888889
31.08333333	21.7	5354	0.369166667
31.1	21.65	5256	0.366666667
31.11666667	21.7	5219	0.367222222
31.13333333	21.7	5347	0.3675
31.15	21.65	5350	0.364722222
31.16666667	21.65	5315	0.366666667
31.18333333	21.65	5304	0.364722222
31.2	21.75	5358	0.3675
31.21666667	21.7	5236	0.3675
31.23333333	21.75	5341	0.366111111
31.25	21.75	5329	0.3675
31.26666667	21.7	5342	0.365277778
31.28333333	21.7	5384	0.366944444
31.3	21.65	5309	0.367222222
31.31666667	21.7	5241	0.366944444
31.33333333	21.75	5264	0.367222222
31.35	21.7	5363	0.366388889
31.36666667	21.65	5327	0.365277778
31.38333333	21.7	5198	0.365833333
31.4	21.65	5346	0.368611111
31.41666667	21.75	5327	0.367222222
31.43333333	21.75	5349	0.369722222
31.45	21.7	5266	0.368611111
31.46666667	21.7	5277	0.366944444
31.48333333	21.65	5266	0.366111111
31.5	21.7	5235	0.368333333
31.51666667	21.7	5267	0.367222222
31.53333333	21.65	5356	0.365
31.55	21.7	5302	0.367777778
31.56666667	21.7	5239	0.367777778
31.58333333	21.75	5249	0.363055556
31.6	21.75	5267	0.365277778
31.61666667	21.7	5301	0.3675
31.63333333	21.65	5301	0.365555556
31.65	21.75	5352	0.366944444
31.66666667	21.7	5356	0.368333333
31.68333333	21.65	5345	0.366388889
31.7	21.75	5189	0.367222222
31.71666667	21.75	5381	0.37
31.73333333	21.65	5227	0.365833333
31.75	21.7	5183	0.364722222
31.76666667	21.7	5264	0.362777778
31.78333333	21.7	5237	0.3675
31.8	21.7	5256	0.365555556
31.81666667	21.75	5293	0.364722222
31.83333333	21.75	5328	0.368611111
31.85	21.75	5306	0.364722222
31.86666667	21.75	5280	0.366388889
31.88333333	21.7	5296	0.366111111
31.9	21.7	5195	0.365555556
31.91666667	21.7	5307	0.367222222
31.93333333	21.75	5301	0.368611111
31.95	21.75	5332	0.3675
31.96666667	21.75	5148	0.365555556
31.98333333	21.75	5326	0.367222222
32	21.7	5277	0.367222222
32.01666667	21.7	5463	0.369444444
32.03333333	21.65	5278	0.365833333
32.05	21.7	5166	0.365555556
32.06666667	21.7	5276	0.368055556
32.08333333	21.75	5270	0.3675
32.1	21.7	5232	0.366944444
32.11666667	21.7	5261	0.368055556
32.13333333	21.7	5280	0.366944444
32.15	21.75	5309	0.367222222
32.16666667	21.7	5246	0.365
32.18333333	21.8	5253	0.3675
32.2	21.75	5352	0.366944444
32.21666667	21.75	5290	0.365833333
32.23333333	21.75	5455	0.366666667
32.25	21.7	5245	0.366944444
32.26666667	21.75	5321	0.365833333
32.28333333	21.7	5395	0.364722222
32.3	21.7	5266	0.366111111
32.31666667	21.7	5227	0.366666667
32.33333333	21.75	5227	0.365833333
32.35	21.7	5308	0.367222222
32.36666667	21.75	5294	0.363888889
32.38333333	21.75	5351	0.365833333
32.4	21.75	5284	0.366388889
32.41666667	21.75	5325	0.366944444
32.43333333	21.75	5295	0.366111111
32.45	21.75	5284	0.3675
32.46666667	21.7	5259	0.365833333
32.48333333	21.75	5293	0.367222222
32.5	21.75	5278	0.367222222
32.51666667	21.7	5291	0.364722222
32.53333333	21.7	5317	0.368888889
32.55	21.7	5236	0.367222222
32.56666667	21.75	5315	0.365555556
32.58333333	21.75	5203	0.364722222
32.6	21.75	5348	0.366666667
32.61666667	21.75	5300	0.365555556
32.63333333	21.75	5257	0.366944444
32.65	21.75	5299	0.365277778
32.66666667	21.8	5276	0.364722222
32.68333333	21.75	5303	0.366666667
32.7	21.8	5399	0.365833333
32.71666667	21.8	5262	0.366111111
32.73333333	21.75	5352	0.368055556
32.75	21.7	5324	0.367222222
32.76666667	21.75	5315	0.364166667
32.78333333	21.8	5183	0.363611111
32.8	21.75	5252	0.368333333
32.81666667	21.7	5140	0.365
32.83333333	21.8	5260	0.368055556
32.85	21.85	5304	0.363611111
32.86666667	21.7	5295	0.365277778
32.88333333	21.75	5355	0.366944444
32.9	21.75	5406	0.368611111
32.91666667	21.75	5355	0.366111111
32.93333333	21.8	5422	0.366388889
32.95	21.8	5220	0.367222222
32.96666667	21.8	5179	0.365277778
32.98333333	21.75	5316	0.362222222
33	21.75	5322	0.363888889
33.01666667	21.8	5440	0.365833333
33.03333333	21.8	5292	0.363888889
33.05	21.75	5322	0.3625
33.06666667	21.75	5291	0.365833333
33.08333333	21.75	5188	0.362777778
33.1	21.75	5236	0.363055556
33.11666667	21.75	5302	0.365277778
33.13333333	21.7	5324	0.364722222
33.15	21.75	5361	0.366388889
33.16666667	21.7	5194	0.363333333
33.18333333	21.75	5375	0.366111111
33.2	21.75	5307	0.365
33.21666667	21.8	5206	0.363055556
33.23333333	21.8	5185	0.3625
33.25	21.75	5316	0.364166667
33.26666667	21.7	5400	0.365833333
33.28333333	21.75	5196	0.365555556
33.3	21.8	5350	0.366666667
33.31666667	21.75	5334	0.3625
33.33333333	21.75	5289	0.365555556
33.35	21.8	5159	0.363888889
33.36666667	21.75	5268	0.365
33.38333333	21.8	5418	0.365
33.4	21.8	5296	0.362777778
33.41666667	21.8	5295	0.363888889
33.43333333	21.75	5304	0.365555556
33.45	21.8	5357	0.365
33.46666667	21.7	5298	0.362777778
33.48333333	21.75	5360	0.365
33.5	21.75	5367	0.365833333
33.51666667	21.75	5280	0.365833333
33.53333333	21.85	5278	0.363888889
33.55	21.8	5266	0.364722222
33.56666667	21.8	5400	0.364722222
33.58333333	21.8	5281	0.363888889
33.6	21.8	5210	0.365277778
33.61666667	21.75	5286	0.364166667
33.63333333	21.85	5350	0.366388889
33.65	21.8	5176	0.363888889
33.66666667	21.85	5399	0.365555556
33.68333333	21.75	5383	0.364722222
33.7	21.75	5235	0.365833333
33.71666667	21.8	5278	0.365555556
33.73333333	21.75	5343	0.366666667
33.75	21.8	5256	0.366111111
33.76666667	21.75	5399	0.364722222
33.78333333	21.85	5340	0.364722222
33.8	21.8	5277	0.363333333
33.81666667	21.75	5232	0.363333333
33.83333333	21.8	5280	0.366666667
33.85	21.8	5467	0.366944444
33.86666667	21.75	5294	0.364444444
33.88333333	21.8	5405	0.366944444
33.9	21.75	5294	0.366666667
33.91666667	21.75	5273	0.363055556
33.93333333	21.8	5251	0.364722222
33.95	21.75	5319	0.365277778
33.96666667	21.75	5389	0.366944444
33.98333333	21.8	5207	0.364722222
34	21.8	5326	0.366666667
34.01666667	21.75	5315	0.364722222
34.03333333	21.8	5283	0.365833333
34.05	21.8	5286	0.365
34.06666667	21.85	5324	0.363333333
34.08333333	21.75	5315	0.365833333
34.1	21.85	5225	0.365833333
34.11666667	21.85	5405	0.365833333
34.13333333	21.8	5312	0.366944444
34.15	21.8	5161	0.364722222
34.16666667	21.75	5310	0.366666667
34.18333333	21.8	5161	0.363611111
34.2	21.85	5285	0.366944444
34.21666667	21.8	5224	0.368055556
34.23333333	21.75	5293	0.364166667
34.25	21.85	5316	0.364722222
34.26666667	21.75	5238	0.363611111
34.28333333	21.8	5283	0.367777778
34.3	21.85	5366	0.366111111
34.31666667	21.75	5257	0.366111111
34.33333333	21.8	5333	0.364722222
34.35	21.85	5256	0.365
34.36666667	21.8	5280	0.366666667
34.38333333	21.85	5291	0.365277778
34.4	21.75	5319	0.366111111
34.41666667	21.85	5306	0.366111111
34.43333333	21.8	5360	0.362777778
34.45	21.75	5264	0.364444444
34.46666667	21.8	5296	0.366666667
34.48333333	21.8	5290	0.366111111
34.5	21.85	5316	0.366944444
34.51666667	21.8	5223	0.363611111
34.53333333	21.85	5331	0.364722222
34.55	21.8	5304	0.367222222
34.56666667	21.8	5280	0.366666667
34.58333333	21.75	5329	0.364722222
34.6	21.85	5342	0.365555556
34.61666667	21.75	5351	0.361944444
34.63333333	21.85	5235	0.366666667
34.65	21.85	5283	0.364722222
34.66666667	21.85	5259	0.366111111
34.68333333	21.75	5275	0.364166667
34.7	21.75	5316	0.364722222
34.71666667	21.8	5235	0.364166667
34.73333333	21.85	5449	0.365555556
34.75	21.85	5290	0.365
34.76666667	21.75	5318	0.363888889
34.78333333	21.8	5193	0.361388889
34.8	21.9	5124	0.364166667
34.81666667	21.8	5280	0.365555556
34.83333333	21.85	5271	0.364722222
34.85	21.85	5369	0.366388889
34.86666667	21.8	5314	0.364722222
34.88333333	21.75	5349	0.366111111
34.9	21.75	5284	0.364722222
34.91666667	21.8	5323	0.365277778
34.93333333	21.8	5293	0.364166667
34.95	21.9	5197	0.365833333
34.96666667	21.8	5235	0.365555556
34.98333333	21.85	5320	0.366111111
35	21.8	5329	0.365555556
35.01666667	21.8	5382	0.365
35.03333333	21.85	5327	0.363333333
35.05	21.8	5248	0.364444444
35.06666667	21.85	5302	0.363611111
35.08333333	21.8	5242	0.363888889
35.1	21.9	5247	0.365277778
35.11666667	21.85	5240	0.364722222
35.13333333	21.85	5267	0.365555556
35.15	21.85	5400	0.369444444
35.16666667	21.85	5336	0.366111111
35.18333333	21.95	5348	0.364722222
35.2	21.85	5197	0.363888889
35.21666667	21.85	5228	0.364166667
35.23333333	21.85	5272	0.361944444
35.25	21.85	5318	0.366944444
35.26666667	21.85	5315	0.364722222
35.28333333	21.8	5268	0.364444444
35.3	21.85	5333	0.366111111
35.31666667	21.85	5373	0.365555556
35.33333333	21.85	5205	0.3625
35.35	21.8	5201	0.363333333
35.36666667	21.85	5315	0.365833333
35.38333333	21.85	5269	0.363611111
35.4	21.9	5466	0.366666667
35.41666667	21.85	5300	0.363611111
35.43333333	21.8	5359	0.364722222
35.45	21.85	5230	0.365277778
35.46666667	21.85	5287	0.364722222
35.48333333	21.85	5370	0.365277778
35.5	21.9	5179	0.364722222
35.51666667	21.8	5275	0.367222222
35.53333333	21.9	5249	0.364166667
35.55	21.85	5291	0.366111111
35.56666667	21.85	5280	0.364444444
35.58333333	21.85	5355	0.366388889
35.6	21.85	5356	0.366388889
35.61666667	21.85	5238	0.363611111
35.63333333	21.85	5321	0.365
35.65	21.85	5240	0.364722222
35.66666667	21.85	5162	0.364722222
35.68333333	21.85	5321	0.368055556
35.7	21.85	5256	0.364444444
35.71666667	21.8	5231	0.363888889
35.73333333	21.85	5362	0.366666667
35.75	21.85	5215	0.365
35.76666667	21.85	5307	0.368333333
35.78333333	21.85	5284	0.365555556
35.8	21.85	5214	0.366944444
35.81666667	21.85	5319	0.366944444
35.83333333	21.85	5351	0.364722222
35.85	21.85	5384	0.366111111
35.86666667	21.85	5250	0.366111111
35.88333333	21.85	5241	0.365833333
35.9	21.85	5421	0.3675
35.91666667	21.85	5277	0.363888889
35.93333333	21.9	5241	0.364444444
35.95	21.9	5248	0.367222222
35.96666667	21.75	5336	0.364722222
35.98333333	21.85	5341	0.364166667
36	21.85	5328	0.369444444
36.01666667	21.9	5242	0.364722222
36.03333333	21.9	5202	0.366111111
36.05	21.85	5380	0.366666667
36.06666667	21.8	5430	0.369166667
36.08333333	21.85	5311	0.364166667
36.1	21.8	5235	0.365
36.11666667	21.9	5294	0.366944444
36.13333333	21.85	5294	0.364166667
36.15	21.75	5305	0.366944444
36.16666667	21.85	5343	0.365277778
36.18333333	21.9	5198	0.361666667
36.2	21.8	5264	0.366111111
36.21666667	21.85	5336	0.366666667
36.23333333	21.85	5417	0.366944444
36.25	21.85	5432	0.367222222
36.26666667	21.85	5379	0.365555556
36.28333333	21.85	5212	0.365555556
36.3	21.85	5305	0.364722222
36.31666667	21.85	5274	0.366666667
36.33333333	21.85	5237	0.368333333
36.35	21.85	5252	0.366111111
36.36666667	21.9	5404	0.367222222
36.38333333	21.85	5447	0.365833333
36.4	21.85	5339	0.365833333
36.41666667	21.85	5205	0.365277778
36.43333333	21.85	5299	0.368333333
36.45	21.85	5211	0.363333333
36.46666667	21.85	5273	0.364444444
36.48333333	21.85	5246	0.364722222
36.5	21.85	5354	0.364722222
36.51666667	21.9	5274	0.364722222
36.53333333	21.9	5317	0.362222222
36.55	21.85	5330	0.364166667
36.56666667	21.8	5236	0.366111111
36.58333333	21.9	5146	0.365
36.6	21.8	5340	0.361666667
36.61666667	21.85	5345	0.365277778
36.63333333	21.85	5253	0.363055556
36.65	21.9	5464	0.367222222
36.66666667	21.9	5363	0.368611111
36.68333333	21.85	5300	0.366388889
36.7	21.9	5185	0.361666667
36.71666667	21.85	5323	0.364722222
36.73333333	21.9	5263	0.364722222
36.75	21.9	5168	0.366666667
36.76666667	21.85	5277	0.362777778
36.78333333	21.9	5300	0.367222222
36.8	21.9	5229	0.365555556
36.81666667	21.9	5263	0.364722222
36.83333333	21.85	5302	0.366388889
36.85	21.85	5312	0.365833333
36.86666667	21.85	5214	0.364444444
36.88333333	21.85	5320	0.366388889
36.9	21.9	5213	0.3675
36.91666667	21.85	5269	0.365277778
36.93333333	21.9	5295	0.366944444
36.95	21.85	5346	0.367222222
36.96666667	21.9	5245	0.364444444
36.98333333	21.9	5219	0.362777778
37	21.9	5180	0.364166667
37.01666667	21.95	5278	0.361388889
37.03333333	21.9	5224	0.365277778
37.05	21.85	5375	0.366111111
37.06666667	21.8	5215	0.363333333
37.08333333	21.85	5218	0.364722222
37.1	21.85	5369	0.3625
37.11666667	21.9	5185	0.3625
37.13333333	21.85	5358	0.364722222
37.15	21.95	5315	0.363888889
37.16666667	21.95	5293	0.364444444
37.18333333	21.85	5347	0.367222222
37.2	21.95	5216	0.363333333
37.21666667	21.9	5162	0.361666667
37.23333333	21.95	5258	0.365277778
37.25	21.95	5311	0.364722222
37.26666667	21.9	5210	0.363055556
37.28333333	21.95	5288	0.361111111
37.3	21.95	5337	0.364444444
37.31666667	21.85	5252	0.362777778
37.33333333	21.9	5334	0.362222222
37.35	21.8	5255	0.363888889
37.36666667	21.95	5366	0.365277778
37.38333333	21.85	5219	0.360555556
37.4	21.95	5299	0.366111111
37.41666667	21.95	5340	0.365555556
37.43333333	21.95	5374	0.366944444
37.45	21.85	5420	0.365833333
37.46666667	21.9	5238	0.364722222
37.48333333	21.9	5254	0.364722222
37.5	21.95	5343	0.360555556
37.51666667	21.95	5238	0.363888889
37.53333333	21.85	5284	0.365
37.55	21.9	5209	0.362777778
37.56666667	21.85	5274	0.363333333
37.58333333	21.85	5350	0.364166667
37.6	21.9	5268	0.364722222
37.61666667	21.95	5282	0.364722222
37.63333333	21.9	5320	0.3675
37.65	21.9	5217	0.366666667
37.66666667	21.95	5254	0.362777778
37.68333333	21.95	5248	0.364444444
37.7	21.95	5204	0.363611111
37.71666667	21.9	5343	0.364722222
37.73333333	21.95	5243	0.363055556
37.75	21.9	5123	0.364166667
37.76666667	21.9	5200	0.362222222
37.78333333	21.9	5276	0.363055556
37.8	21.9	5288	0.363888889
37.81666667	21.9	5361	0.359444444
37.83333333	21.9	5390	0.3625
37.85	21.9	5264	0.362222222
37.86666667	21.9	5292	0.363055556
37.88333333	21.95	5198	0.363888889
37.9	21.95	5388	0.365277778
37.91666667	21.95	5319	0.363888889
37.93333333	21.95	5300	0.364722222
37.95	21.9	5296	0.363333333
37.96666667	21.9	5369	0.361944444
37.98333333	21.95	5319	0.365833333
38	21.95	5247	0.363888889
38.01666667	21.9	5239	0.363333333
38.03333333	21.95	5188	0.361944444
38.05	21.95	5240	0.363611111
38.06666667	21.95	5301	0.363611111
38.08333333	21.9	5228	0.364722222
38.1	21.9	5404	0.362222222
38.11666667	21.95	5323	0.364722222
38.13333333	21.95	5263	0.362777778
38.15	21.95	5283	0.365277778
38.16666667	21.85	5280	0.362222222
38.18333333	21.9	5183	0.363611111
38.2	21.95	5230	0.364722222
38.21666667	21.9	5215	0.361388889
38.23333333	21.95	5280	0.363888889
38.25	21.95	5329	0.363055556
38.26666667	21.95	5310	0.363888889
38.28333333	22.05	5370	0.366666667
38.3	21.9	5129	0.363888889
38.31666667	21.85	5289	0.361111111
38.33333333	21.9	5270	0.36
38.35	21.9	5342	0.365
38.36666667	21.9	5230	0.363333333
38.38333333	21.95	5313	0.363888889
38.4	21.95	5309	0.3625
38.41666667	21.95	5292	0.365555556
38.43333333	21.9	5239	0.365
38.45	21.95	5248	0.361388889
