Koordinatensystem : Lambert konform konisch
Rechtswert        : 4253500 Meter
Hochwert          : 2702500 Meter
Hoehenlage        : 122 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4253500 2702500  1 11  3   0.5 1023   7  0.3 7  3.6  94    0    0 278 -304  2
4253500 2702500  1 11  4   0.4 1023  67  0.0 6  3.6  92    0    0 270 -303  2
4253500 2702500  1 11  5  -0.1 1023  32  0.2 6  3.5  93    0    0 264 -302  2
4253500 2702500  1 11  6   0.2 1023 113  0.0 7  3.5  93    0    0 268 -300  2
4253500 2702500  1 11  7   0.2 1023 347  0.7 8  3.5  93    0    0 277 -299  2
4253500 2702500  1 11  8   0.1 1023  71  0.9 4  3.5  93    0    0 263 -298  2
4253500 2702500  1 11  9  -0.4 1023  81  1.1 3  3.5  94    6   12 240 -296  2
4253500 2702500  1 11 10   0.0 1024  89  1.9 5  3.3  90   64   52 242 -297  2
4253500 2702500  1 11 11   0.9 1024  97  2.4 3  3.2  83  126   78 241 -301  2
4253500 2702500  1 11 12   1.8 1024 108  2.9 4  3.1  76  155   96 237 -307  2
4253500 2702500  1 11 13   2.2 1023 111  3.3 4  3.1  71  138  106 244 -312  2
4253500 2702500  1 11 14   2.4 1023 100  2.4 4  3.1  70  136   94 244 -313  2
4253500 2702500  1 11 15   3.1 1023 117  2.7 6  3.2  71   37   82 258 -314  2
4253500 2702500  1 11 16   2.6 1023 115  2.8 7  3.3  71   11   35 274 -314  2
4253500 2702500  1 11 17   1.7 1023 137  2.4 6  3.2  72    0    1 272 -313  2
4253500 2702500  1 11 18   0.5 1023 142  2.0 6  3.1  76    0    0 265 -312  2
4253500 2702500  1 11 19   0.3 1023 133  2.3 4  3.1  80    0    0 253 -310  2
4253500 2702500  1 11 20   0.0 1023 127  1.9 3  3.1  81    0    0 240 -310  2
4253500 2702500  1 11 21  -0.7 1023 131  1.9 1  3.0  82    0    0 224 -308  2
4253500 2702500  1 11 22  -0.9 1023 132  1.9 1  3.0  83    0    0 215 -306  2
4253500 2702500  1 11 23  -0.8 1023 126  2.4 0  3.0  84    0    0 212 -303  2
4253500 2702500  1 11 24  -0.8 1022 128  1.7 0  2.9  83    0    0 209 -301  2
4253500 2702500  1 12  1  -1.8 1022 131  1.8 0  2.9  84    0    0 208 -300  2
4253500 2702500  1 12  2  -1.2 1022 129  1.6 0  2.9  85    0    0 208 -300  2
4253500 2702500  1 12  3  -2.0 1022 131  2.4 0  2.8  85    0    0 208 -299  2
4253500 2702500  1 12  4  -1.8 1021 133  1.9 0  2.8  85    0    0 209 -299  2
4253500 2702500  1 12  5  -1.9 1021 115  2.4 0  2.8  85    0    0 210 -298  2
4253500 2702500  1 12  6  -1.9 1021 131  2.5 1  2.7  84    0    0 213 -296  2
4253500 2702500  1 12  7  -2.6 1021 127  2.5 1  2.7  84    0    0 215 -296  2
4253500 2702500  1 12  8  -2.6 1020 122  2.5 1  2.6  84    0    0 214 -295  2
4253500 2702500  1 12  9  -2.6 1020 128  3.1 1  2.6  82   12   15 213 -294  2
4253500 2702500  1 12 10  -1.4 1020 121  3.1 2  2.6  79   79   47 218 -295  2
4253500 2702500  1 12 11  -0.3 1019 120  3.7 1  2.7  75  151   68 219 -299  2
4253500 2702500  1 12 12   0.7 1019 127  3.9 1  2.7  72  206   77 216 -304  2
4253500 2702500  1 12 13   1.1 1019 128  4.2 1  2.7  67  215   81 216 -309  2
4253500 2702500  1 12 14   1.8 1018 114  3.6 0  2.7  65  184   78 213 -311  2
4253500 2702500  1 12 15   1.6 1018 120  3.4 0  2.7  64  111   68 210 -312  2
4253500 2702500  1 12 16   1.2 1017 126  2.8 1  2.6  63   31   39 213 -310  2
4253500 2702500  1 12 17   0.2 1016 124  3.2 3  2.6  66    0    6 222 -306  2
4253500 2702500  1 12 18  -0.4 1016 140  2.5 3  2.6  69    0    0 226 -302  2
4253500 2702500  1 12 19  -0.8 1016 139  1.8 2  2.5  70    0    0 221 -298  2
4253500 2702500  1 12 20  -0.9 1016 139  3.3 1  2.5  72    0    0 215 -295  2
4253500 2702500  1 12 21  -1.3 1015 141  3.0 1  2.6  73    0    0 212 -293  2
4253500 2702500  1 12 22  -1.4 1015 143  4.8 1  2.5  74    0    0 211 -292  2
4253500 2702500  1 12 23  -1.4 1014 159  5.8 1  2.5  72    0    0 210 -291  2
4253500 2702500  1 12 24  -2.8 1014 160  6.2 0  2.4  75    0    0 206 -291  2
4253500 2702500  1 13  1  -3.2 1013 168  6.3 1  2.4  78    0    0 203 -290  2
4253500 2702500  1 13  2  -3.7 1013 158  5.6 1  2.3  78    0    0 204 -288  2
4253500 2702500  1 13  3  -3.5 1012 166  5.6 1  2.3  78    0    0 202 -288  2
4253500 2702500  1 13  4  -3.7 1012 153  5.4 1  2.2  77    0    0 201 -287  2
4253500 2702500  1 13  5  -3.7 1011 162  4.1 1  2.3  78    0    0 200 -286  2
4253500 2702500  1 13  6  -3.8 1011 166  5.2 2  2.3  79    0    0 202 -285  2
4253500 2702500  1 13  7  -4.1 1010 156  5.1 2  2.2  79    0    0 204 -285  2
4253500 2702500  1 13  8  -4.3 1010 155  4.8 0  2.2  79    0    0 197 -284  2
4253500 2702500  1 13  9  -3.9 1009 172  4.9 0  2.2  78   11   16 191 -284  2
4253500 2702500  1 13 10  -3.5 1009 223  6.5 2  2.2  77   81   44 198 -287  2
4253500 2702500  1 13 11  -2.4 1009 173  5.5 1  2.3  74  153   63 202 -292  2
4253500 2702500  1 13 12  -1.7 1009 149  5.6 0  2.3  70  201   73 197 -298  2
4253500 2702500  1 13 13  -1.5 1008 136  4.6 0  2.3  68  197   80 194 -303  2
4253500 2702500  1 13 14  -1.2 1008 132  6.0 0  2.3  67  168   77 194 -305  2
4253500 2702500  1 13 15  -1.3 1008 139  4.9 0  2.3  67  106   66 193 -306  2
4253500 2702500  1 13 16  -2.0 1007 141  4.5 1  2.3  68   30   40 196 -304  2
4253500 2702500  1 13 17  -2.7 1007 149  4.2 2  2.3  70    0    6 201 -301  2
4253500 2702500  1 13 18  -3.3 1007 130  3.5 2  2.2  72    0    0 203 -298  2
4253500 2702500  1 13 19  -3.4 1007 142  3.5 1  2.2  74    0    0 199 -297  2
4253500 2702500  1 13 20  -3.7 1007 132  3.6 1  2.2  75    0    0 196 -296  2
4253500 2702500  1 13 21  -4.1 1007 129  4.8 0  2.2  75    0    0 193 -296  2
4253500 2702500  1 13 22  -4.6 1007 147  5.3 1  2.1  77    0    0 192 -295  2
4253500 2702500  1 13 23  -4.3 1007 161  4.2 1  2.1  78    0    0 196 -294  2
4253500 2702500  1 13 24  -4.2 1007 154  4.2 0  2.2  79    0    0 193 -294  2
4253500 2702500  1 14  1  -4.6 1007 133  4.2 2  2.2  80    0    0 196 -292  2
4253500 2702500  1 14  2  -3.6 1007 142  3.9 5  2.3  80    0    0 215 -289  2
4253500 2702500  1 14  3  -3.3 1007 152  4.2 6  2.3  79    0    0 231 -287  2
4253500 2702500  1 14  4  -3.1 1008 143  4.1 7  2.4  79    0    0 240 -286  2
4253500 2702500  1 14  5  -2.9 1007 121  3.2 7  2.4  80    0    0 244 -285  2
4253500 2702500  1 14  6  -2.8 1007 126  2.6 8  2.4  79    0    0 247 -284  2
4253500 2702500  1 14  7  -2.6 1007 130  3.3 8  2.4  78    0    0 248 -283  2
4253500 2702500  1 14  8  -2.6 1007 132  4.4 8  2.5  78    0    0 245 -282  2
4253500 2702500  1 14  9  -2.7 1008 145  3.4 8  2.5  78    1   12 243 -282  2
4253500 2702500  1 14 10  -2.5 1008 138  3.6 7  2.5  78   16   58 239 -283  2
4253500 2702500  1 14 11  -2.0 1008 145  2.8 7  2.5  78    9   87 236 -286  2
4253500 2702500  1 14 12  -1.7 1009 127  3.8 6  2.5  76    6  104 236 -291  2
4253500 2702500  1 14 13  -0.4 1009 126  3.2 3  2.6  74   89  144 227 -296  2
4253500 2702500  1 14 14   0.1 1010 116  2.9 4  2.7  71   68  132 223 -298  2
4253500 2702500  1 14 15  -0.2 1009 129  2.9 7  2.7  71    0   53 235 -298  2
4253500 2702500  1 14 16  -0.4 1010 122  2.1 8  2.7  73    0   19 245 -295  2
4253500 2702500  1 14 17  -0.7 1009 137  2.5 8  2.7  74    0    1 247 -291  2
4253500 2702500  1 14 18  -0.7 1009 136  2.2 8  2.7  76    0    0 245 -288  2
4253500 2702500  1 14 19  -0.5 1009 136  1.9 7  2.8  76    0    0 243 -285  2
4253500 2702500  1 14 20  -0.4 1010 131  2.1 8  2.8  76    0    0 242 -284  2
4253500 2702500  1 14 21  -0.5 1010 167  2.1 8  2.8  77    0    0 243 -283  2
4253500 2702500  1 14 22  -0.3 1011 165  1.2 8  2.9  79    0    0 244 -282  2
4253500 2702500  1 14 23  -0.6 1011 164  2.1 8  3.0  81    0    0 244 -281  2
4253500 2702500  1 14 24  -0.8 1012 157  2.1 7  3.0  84    0    0 240 -280  2
4253500 2702500  1 15  1  -0.8 1012 161  1.4 8  3.1  86    0    0 239 -279  2
4253500 2702500  1 15  2  -1.0 1012 156  1.8 8  3.1  88    0    0 241 -278  2
4253500 2702500  1 15  3  -1.0 1013 168  1.0 8  3.2  90    0    0 241 -278  2
4253500 2702500  1 15  4  -1.2 1013 176  1.0 8  3.2  91    0    0 241 -277  2
4253500 2702500  1 15  5  -1.3 1013 129  0.9 8  3.2  91    0    0 242 -276  2
4253500 2702500  1 15  6  -1.0 1013 337  0.9 8  3.2  92    0    0 243 -275  2
4253500 2702500  1 15  7  -0.7 1014 357  1.0 6  3.2  91    0    0 241 -274  2
4253500 2702500  1 15  8  -0.7 1014  15  0.6 8  3.2  90    0    0 243 -273  2
4253500 2702500  1 15  9  -0.8 1014  24  0.8 8  3.2  90    0   12 250 -274  2
4253500 2702500  1 15 10  -0.4 1015  56  1.1 8  3.2  89    3   48 252 -278  2
4253500 2702500  1 15 11  -0.3 1015  10  0.5 7  3.2  87    0   64 251 -285  2
4253500 2702500  1 15 12  -0.4 1016 118  1.3 7  3.2  88    0   64 249 -292  2
4253500 2702500  1 15 13  -0.2 1016 103  2.2 7  3.2  87    1   96 250 -297  2
4253500 2702500  1 15 14  -0.4 1015   4  2.5 8  3.2  85    0   58 254 -300  2
4253500 2702500  1 15 15  -0.5 1015 356  0.8 8  3.1  86    0   32 257 -301  2
4253500 2702500  1 15 16  -0.5 1015 319  1.3 8  3.1  86    0    9 256 -299  2
4253500 2702500  1 15 17  -0.6 1016 298  2.4 8  3.1  86    0    1 256 -295  2
4253500 2702500  1 15 18  -0.5 1016 301  2.1 8  3.1  86    0    0 255 -290  2
4253500 2702500  1 15 19  -0.5 1016 316  2.1 8  3.1  84    0    0 255 -287  2
4253500 2702500  1 15 20  -0.5 1016 328  2.7 8  3.1  84    0    0 256 -284  2
4253500 2702500  1 15 21  -0.7 1017 331  2.2 8  3.1  85    0    0 258 -281  2
4253500 2702500  1 15 22  -0.6 1017 343  1.8 7  3.1  87    0    0 256 -279  2
4253500 2702500  1 15 23  -0.8 1017 325  2.3 8  3.1  87    0    0 258 -277  2
4253500 2702500  1 15 24  -1.0 1017   3  1.6 8  3.1  88    0    0 263 -278  2
4253500 2702500  1 16  1  -1.4 1017 328  1.6 7  3.1  90    0    0 260 -283  2
4253500 2702500  1 16  2  -1.5 1018   3  1.8 6  3.1  91    0    0 254 -287  2
4253500 2702500  1 16  3  -2.2 1018  63  1.0 4  3.0  90    0    0 245 -289  2
4253500 2702500  1 16  4  -2.7 1018 346  0.7 2  2.9  91    0    0 231 -290  2
4253500 2702500  1 16  5  -3.0 1018 258  0.9 1  2.8  91    0    0 220 -292  2
4253500 2702500  1 16  6  -3.5 1017 325  0.4 2  2.7  91    0    0 219 -293  2
4253500 2702500  1 16  7  -2.5 1017 280  1.1 5  2.7  89    0    0 234 -293  2
4253500 2702500  1 16  8  -2.3 1017 142  0.9 7  2.8  88    0    0 256 -290  2
4253500 2702500  1 16  9  -1.4 1017 118  2.1 8  2.9  88    0    8 272 -289  2
4253500 2702500  1 16 10  -0.3 1017  83  2.0 8  3.0  85   10   54 281 -294  2
4253500 2702500  1 16 11   0.1 1017  47  2.6 8  3.1  83    0   61 284 -300  2
4253500 2702500  1 16 12   0.6 1017  26  3.0 8  3.2  82    1   87 288 -304  2
4253500 2702500  1 16 13   0.8 1017 270  3.2 7  3.3  83    4  104 286 -306  2
4253500 2702500  1 16 14   0.9 1016 261  3.1 7  3.5  88    7  104 285 -308  2
4253500 2702500  1 16 15   1.1 1016 259  3.3 7  3.8  93    2   69 288 -310  2
4253500 2702500  1 16 16   1.2 1015 260  3.8 8  3.9  94    0   20 297 -311  2
4253500 2702500  1 16 17   1.6 1015 262  3.4 7  4.0  95    0    0 301 -312  2
4253500 2702500  1 16 18   1.6 1015 261  3.9 8  4.1  95    0    0 305 -313  2
4253500 2702500  1 16 19   2.0 1015 271  3.8 7  4.1  96    0    0 306 -313  2
4253500 2702500  1 16 20   2.3 1014 261  3.9 7  4.2  96    0    0 304 -314  2
4253500 2702500  1 16 21   2.4 1013 257  4.5 7  4.3  96    0    0 305 -314  2
4253500 2702500  1 16 22   2.6 1012 263  5.2 8  4.3  96    0    0 312 -315  2
4253500 2702500  1 16 23   2.9 1011 262  5.4 8  4.4  95    0    0 319 -316  2
4253500 2702500  1 16 24   3.3 1010 264  5.4 8  4.5  95    0    0 321 -317  2
4253500 2702500  1 17  1   3.5 1009 264  4.5 8  4.6  94    0    0 322 -318  2
4253500 2702500  1 17  2   3.6 1008 271  5.5 8  4.6  94    0    0 323 -320  2
4253500 2702500  1 17  3   3.7 1007 263  4.5 8  4.7  94    0    0 324 -321  2
4253500 2702500  1 17  4   3.9 1006 271  5.3 8  4.8  95    0    0 324 -321  2
4253500 2702500  1 17  5   4.1 1005 275  3.2 8  4.8  95    0    0 325 -322  2
4253500 2702500  1 17  6   4.4 1004 277  3.1 8  4.9  94    0    0 327 -324  2
4253500 2702500  1 17  7   4.6 1003 275  3.3 8  5.0  94    0    0 329 -326  2
4253500 2702500  1 17  8   4.7 1003 277  3.3 8  5.1  95    0    0 329 -328  2
4253500 2702500  1 17  9   4.9 1002 284  4.1 8  5.2  96    0   11 331 -328  2
4253500 2702500  1 17 10   5.6 1001 284  4.6 8  5.3  96    8   44 333 -329  2
4253500 2702500  1 17 11   5.8 1001 293  4.4 8  5.5  96    0   45 333 -330  2
4253500 2702500  1 17 12   5.9 1000 293  5.4 8  5.5  95    0   38 334 -331  2
4253500 2702500  1 17 13   5.9 1000 287  6.3 8  5.5  95    0   39 334 -332  2
4253500 2702500  1 17 14   5.7  999 283  6.9 8  5.5  95    0   29 334 -332  2
4253500 2702500  1 17 15   5.7  998 294  6.1 8  5.5  96    0   15 333 -332  2
4253500 2702500  1 17 16   5.8  997 295  6.4 8  5.5  95    0    6 333 -332  2
4253500 2702500  1 17 17   5.8  997 293  6.2 8  5.5  95    0    0 333 -332  2
4253500 2702500  1 17 18   5.9  996 292  5.4 8  5.5  95    0    0 333 -333  2
4253500 2702500  1 17 19   6.0  996 292  4.8 8  5.5  93    0    0 333 -333  2
4253500 2702500  1 17 20   6.2  996 300  4.2 8  5.4  91    0    0 332 -333  2
4253500 2702500  1 17 21   6.2  996 302  4.1 8  5.4  89    0    0 332 -333  2
4253500 2702500  1 17 22   6.3  996 302  5.5 8  5.2  87    0    0 331 -334  2
4253500 2702500  1 17 23   6.5  996 302  5.5 8  5.2  85    0    0 329 -334  2
4253500 2702500  1 17 24   6.6  996 299  4.6 8  5.1  83    0    0 328 -334  2
4253500 2702500  1 18  1   6.3  995 306  4.5 8  5.1  83    0    0 327 -333  2
4253500 2702500  1 18  2   6.2  995 294  4.7 8  5.1  84    0    0 326 -333  2
4253500 2702500  1 18  3   5.9  995 293  5.7 8  5.1  86    0    0 325 -332  2
4253500 2702500  1 18  4   5.8  994 291  5.7 8  5.1  86    0    0 323 -332  2
4253500 2702500  1 18  5   5.4  993 294  4.9 8  5.1  88    0    0 323 -331  2
4253500 2702500  1 18  6   5.2  992 285  6.3 8  5.2  92    0    0 321 -331  2
4253500 2702500  1 18  7   5.3  991 279  4.7 8  5.3  93    0    0 321 -329  2
4253500 2702500  1 18  8   5.3  990 302  6.6 8  5.3  93    0    0 320 -328  2
4253500 2702500  1 18  9   5.5  989 303  6.9 8  5.3  93   19    8 321 -327  2
4253500 2702500  1 18 10   5.4  988 307  9.0 7  5.2  91   43   20 315 -326  2
4253500 2702500  1 18 11   1.4  989   9  3.9 7  4.5  90    7   63 300 -326  2
4253500 2702500  1 18 12   1.6  991 317  3.0 8  4.0  91    0   48 300 -327  2
4253500 2702500  1 18 13   2.2  992 321  3.5 7  4.1  91    0   59 299 -326  2
4253500 2702500  1 18 14   3.5  993 328  4.1 7  4.2  89    7   84 294 -325  2
4253500 2702500  1 18 15   4.2  994 327  4.4 7  4.1  81    0   37 293 -324  2
4253500 2702500  1 18 16   4.0  994 326  3.3 7  3.7  72    0   14 292 -322  2
4253500 2702500  1 18 17   3.8  995 320  4.4 7  3.5  68    0    2 288 -320  2
4253500 2702500  1 18 18   3.5  996 323  4.2 6  3.3  66    0    0 279 -317  2
4253500 2702500  1 18 19   3.3  997 325  3.8 6  3.1  64    0    0 271 -315  2
4253500 2702500  1 18 20   2.6  998 308  3.3 6  3.0  64    0    0 267 -315  2
4253500 2702500  1 18 21   2.2  999 311  2.7 6  3.0  65    0    0 266 -314  2
4253500 2702500  1 18 22   1.6 1000 308  3.5 3  2.9  65    0    0 249 -313  2
4253500 2702500  1 18 23   1.4 1001 305  3.7 2  2.9  67    0    0 229 -312  2
4253500 2702500  1 18 24   1.3 1001 318  4.3 2  2.9  68    0    0 224 -311  2
4253500 2702500  1 19  1   0.8 1002 309  3.7 2  2.9  70    0    0 223 -311  2
4253500 2702500  1 19  2   0.3 1002 295  4.0 1  2.9  73    0    0 218 -311  2
4253500 2702500  1 19  3   0.0 1003 302  3.9 0  2.9  74    0    0 207 -311  2
4253500 2702500  1 19  4  -0.3 1003 287  4.4 1  2.9  77    0    0 206 -310  2
4253500 2702500  1 19  5  -0.4 1004 304  3.7 1  3.0  79    0    0 211 -310  2
4253500 2702500  1 19  6  -0.5 1004 297  3.7 3  3.0  80    0    0 220 -309  2
4253500 2702500  1 19  7  -0.5 1005 300  3.5 1  3.0  81    0    0 219 -309  2
4253500 2702500  1 19  8  -0.6 1006 299  3.0 4  3.0  81    0    0 224 -308  2
4253500 2702500  1 19  9  -0.7 1006 299  2.8 5  3.0  81   13   13 242 -307  2
4253500 2702500  1 19 10  -0.4 1007 297  2.9 4  3.0  81   73   36 243 -307  2
4253500 2702500  1 19 11   0.2 1007 298  3.5 4  3.0  80  117   64 240 -306  2
4253500 2702500  1 19 12   0.8 1008 313  4.2 4  3.1  79   22  114 242 -307  2
4253500 2702500  1 19 13   1.1 1008 293  4.1 7  3.2  78    0   60 258 -308  2
4253500 2702500  1 19 14   1.4 1008 295  5.2 7  3.1  75    0   43 273 -309  2
4253500 2702500  1 19 15   1.4 1008 316  6.4 7  3.0  72    0   22 273 -309  2
4253500 2702500  1 19 16   1.6 1008 306  5.0 6  3.0  71    0   10 267 -307  2
4253500 2702500  1 19 17   1.4 1009 307  3.9 7  3.0  71    0    1 265 -304  2
4253500 2702500  1 19 18   1.2 1010 308  3.2 7  3.0  72    0    0 266 -302  2
4253500 2702500  1 19 19   1.0 1010 312  2.4 6  2.9  71    0    0 260 -301  2
4253500 2702500  1 19 20   0.6 1011 315  2.7 4  2.9  71    0    0 246 -300  2
4253500 2702500  1 19 21   0.2 1012 324  2.9 2  2.8  73    0    0 227 -299  2
4253500 2702500  1 19 22  -0.2 1012 317  3.1 1  2.8  74    0    0 213 -298  2
4253500 2702500  1 19 23  -0.4 1012 312  2.8 1  2.8  76    0    0 208 -297  2
4253500 2702500  1 19 24  -0.6 1013 314  2.4 0  2.8  76    0    0 202 -296  2
4253500 2702500  1 20  1  -1.0 1013 311  1.9 1  2.8  77    0    0 200 -298  2
4253500 2702500  1 20  2  -1.2 1013 286  2.2 1  2.8  79    0    0 203 -302  2
4253500 2702500  1 20  3  -1.2 1013 279  1.8 1  2.8  80    0    0 203 -306  2
4253500 2702500  1 20  4  -1.1 1012 267  2.9 1  2.8  80    0    0 201 -309  2
4253500 2702500  1 20  5  -0.9 1012 249  3.0 2  2.8  80    0    0 210 -312  2
4253500 2702500  1 20  6  -0.4 1011 256  3.6 5  2.9  79    0    0 236 -313  2
4253500 2702500  1 20  7   0.2 1011 266  3.6 8  2.9  78    0    0 274 -314  2
4253500 2702500  1 20  8   0.7 1010 261  5.0 7  3.1  80    0    0 291 -316  2
4253500 2702500  1 20  9   0.9 1010 274  5.0 7  3.4  85   18    7 291 -318  2
4253500 2702500  1 20 10   1.5 1009 269  5.2 8  3.7  88    0   38 299 -319  2
4253500 2702500  1 20 11   2.1 1009 271  6.0 8  3.8  88    0   35 308 -320  2
4253500 2702500  1 20 12   2.2 1008 270  5.4 7  4.0  89    0   33 304 -321  2
4253500 2702500  1 20 13   2.0 1008 263  5.4 8  4.0  91    0   48 305 -322  2
4253500 2702500  1 20 14   2.2 1007 272  5.9 8  4.1  93    0   53 313 -322  2
4253500 2702500  1 20 15   2.5 1005 273  6.0 8  4.2  93    0   39 315 -323  2
4253500 2702500  1 20 16   2.7 1004 270  5.9 8  4.2  92    4   35 316 -323  2
4253500 2702500  1 20 17   2.8 1004 274  5.3 8  4.3  92    0    9 315 -323  2
4253500 2702500  1 20 18   3.0 1003 273  6.0 8  4.3  90    0    0 315 -323  2
4253500 2702500  1 20 19   3.1 1002 271  6.7 7  4.2  89    0    0 307 -322  2
4253500 2702500  1 20 20   3.0 1002 268  7.5 8  4.2  89    0    0 307 -323  2
4253500 2702500  1 20 21   2.9 1001 260  7.8 8  4.2  90    0    0 314 -323  2
4253500 2702500  1 20 22   3.0 1000 272  7.9 8  4.3  90    0    0 313 -324  2
4253500 2702500  1 20 23   3.0 1000 270  7.2 8  4.3  90    0    0 312 -325  2
4253500 2702500  1 20 24   3.0  999 275  7.6 7  4.3  90    0    0 305 -326  2
4253500 2702500  1 21  1   2.9  998 282  7.2 8  4.3  90    0    0 303 -327  2
4253500 2702500  1 21  2   2.7  997 277  7.6 8  4.2  90    0    0 305 -327  2
4253500 2702500  1 21  3   3.2  996 273  8.6 8  4.3  90    0    0 303 -326  2
4253500 2702500  1 21  4   3.1  994 284  8.7 8  4.3  89    0    0 302 -325  2
4253500 2702500  1 21  5   2.7  993 302  8.4 8  4.3  91    0    0 300 -323  2
4253500 2702500  1 21  6   2.9  993 310  9.2 7  4.3  90    0    0 292 -321  2
4253500 2702500  1 21  7   2.4  992 301  7.9 8  4.2  89    0    0 289 -319  2
4253500 2702500  1 21  8   2.4  992 314  5.9 7  4.1  88    0    0 287 -316  2
4253500 2702500  1 21  9   1.9  993 328  4.3 7  3.9  87   17    7 278 -313  2
4253500 2702500  1 21 10   0.3  994 329  4.6 7  3.7  88   34   35 274 -311  2
4253500 2702500  1 21 11  -0.1  995 329  4.1 5  3.5  91    0   60 259 -310  2
4253500 2702500  1 21 12   0.0  997 332  5.5 7  3.4  89    0   47 256 -310  2
4253500 2702500  1 21 13   0.3  998 328  4.6 5  3.1  81   28  103 254 -308  2
4253500 2702500  1 21 14   0.4 1000 344  6.0 4  2.8  71   60   83 235 -306  2
4253500 2702500  1 21 15  -1.1 1001 331  4.1 6  2.6  70   20   69 236 -305  2
4253500 2702500  1 21 16  -2.8 1002  10  6.1 8  2.5  75    0   22 251 -303  2
4253500 2702500  1 21 17  -2.4 1003 342  2.6 4  2.3  74    0    1 238 -299  2
4253500 2702500  1 21 18  -2.5 1004 339  1.7 3  2.2  69    0    0 213 -294  2
4253500 2702500  1 21 19  -2.7 1005 313  1.2 3  2.1  66    0    0 207 -291  2
4253500 2702500  1 21 20  -3.2 1005 341  0.9 4  2.0  66    0    0 211 -290  2
4253500 2702500  1 21 21  -3.4 1005 326  1.4 5  2.1  70    0    0 219 -289  2
4253500 2702500  1 21 22  -3.3 1006 330  0.8 6  2.0  68    0    0 226 -287  2
4253500 2702500  1 21 23  -3.6 1006 312  0.7 6  1.9  65    0    0 229 -287  2
4253500 2702500  1 21 24  -3.4 1006 325  0.0 7  1.9  64    0    0 231 -287  2
4253500 2702500  1 22  1  -3.3 1006 286  0.0 7  1.9  64    0    0 236 -289  2
4253500 2702500  1 22  2  -3.0 1006 259  0.5 7  1.9  64    0    0 238 -290  2
4253500 2702500  1 22  3  -2.9 1005 231  0.7 7  2.0  64    0    0 238 -291  2
4253500 2702500  1 22  4  -3.0 1005 199  1.3 7  2.0  66    0    0 239 -291  2
4253500 2702500  1 22  5  -2.5 1003 162  1.9 7  2.1  69    0    0 240 -291  2
4253500 2702500  1 22  6  -2.5 1002 165  2.2 8  2.3  72    0    0 250 -292  2
4253500 2702500  1 22  7  -2.7 1002 141  2.9 7  2.4  77    0    0 253 -293  2
4253500 2702500  1 22  8  -2.6 1000 116  1.9 8  2.6  82    0    0 256 -293  2
4253500 2702500  1 22  9  -2.8  999 126  3.2 8  2.8  88    2   17 266 -294  2
4253500 2702500  1 22 10  -2.4  998 139  3.2 8  2.9  92    0   41 268 -296  2
4253500 2702500  1 22 11  -2.0  997 148  3.4 8  3.0  93    0   52 271 -299  2
4253500 2702500  1 22 12  -1.2  996 138  3.5 8  3.2  93    0   79 274 -303  2
4253500 2702500  1 22 13  -0.9  995 143  3.2 8  3.4  94    2  109 277 -307  2
4253500 2702500  1 22 14  -0.8  993 148  3.1 6  3.5  97    7  124 264 -310  2
4253500 2702500  1 22 15  -0.5  992 146  2.7 8  3.6  98    0   70 264 -311  2
4253500 2702500  1 22 16   0.1  992 103  1.9 6  3.6  95    0   35 265 -311  2
4253500 2702500  1 22 17  -0.5  992 126  1.6 8  3.6  94    0    5 266 -309  2
4253500 2702500  1 22 18  -0.8  991 140  1.2 7  3.5  95    0    0 274 -308  2
4253500 2702500  1 22 19  -0.8  991 143  0.7 7  3.4  94    0    0 265 -307  2
