Koordinatensystem : Lambert konform konisch
Rechtswert        : 4253500 Meter
Hochwert          : 2702500 Meter
Hoehenlage        : 122 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4253500 2702500  7  1 15  28.6  999  56  1.4 2 12.7  52  747   66 392 -528  2
4253500 2702500  7  1 16  29.4  999  42  1.1 5 11.7  46  145  262 395 -524  2
4253500 2702500  7  1 17  29.6  998  80  1.1 5 11.5  44   23  195 403 -515  2
4253500 2702500  7  1 18  28.9  998  79  2.6 2 12.5  48  176  132 397 -504  2
4253500 2702500  7  1 19  28.5  997  87  3.1 1 13.0  52  126   77 383 -490  2
4253500 2702500  7  1 20  27.4  997  90  1.9 1 12.6  52   17   39 374 -478  2
4253500 2702500  7  1 21  26.5  997 207  1.1 2 12.4  54    0    0 374 -467  2
4253500 2702500  7  1 22  25.9  997  96  3.1 5 12.9  59    0    0 384 -457  2
4253500 2702500  7  1 23  25.5  996  41  2.2 6 13.5  64    0    0 395 -451  2
4253500 2702500  7  1 24  25.1  995 309  2.8 6 13.8  67    0    0 398 -447  2
4253500 2702500  7  2  1  22.3  997 303  3.5 8 12.4  72    0    0 399 -439  2
4253500 2702500  7  2  2  20.2  997  69  4.6 8 12.3  76    0    0 397 -436  2
4253500 2702500  7  2  3  20.4 1000 287  1.1 8 12.1  80    0    0 392 -431  2
4253500 2702500  7  2  4  20.5  999 185  2.8 8 11.8  77    0    0 390 -429  2
4253500 2702500  7  2  5  20.7  999 164  1.4 8 11.6  75    0   13 388 -432  2
4253500 2702500  7  2  6  20.7  998 201  1.1 6 11.7  75   30   68 382 -436  2
4253500 2702500  7  2  7  22.1  998 214  1.4 4 11.7  72  152  125 368 -439  2
4253500 2702500  7  2  8  22.9  999 271  1.9 3 11.6  66  160  206 360 -443  2
4253500 2702500  7  2  9  23.3  999 277  2.9 5 11.4  63   96  282 366 -454  2
4253500 2702500  7  2 10  23.7  999 264  2.9 6 11.3  61  182  347 380 -472  2
4253500 2702500  7  2 11  24.1  999 251  3.5 5 11.5  61  221  389 384 -489  2
4253500 2702500  7  2 12  23.4 1000 277  3.1 7 11.7  62   23  324 388 -499  2
4253500 2702500  7  2 13  22.5 1002 266  3.1 7 11.8  66    4  261 391 -501  2
4253500 2702500  7  2 14  21.1 1002 330  0.8 6 11.9  71    0  222 382 -508  2
4253500 2702500  7  2 15  21.1 1002 205  1.5 7 12.3  77    1  212 381 -512  2
4253500 2702500  7  2 16  20.4 1002 272  1.6 6 12.5  80   55  284 381 -506  2
4253500 2702500  7  2 17  21.1 1003 241  1.0 4 12.7  81  124  252 372 -497  2
4253500 2702500  7  2 18  21.4 1002 258  1.8 6 12.4  77   25  160 373 -482  2
4253500 2702500  7  2 19  20.2 1003 283  1.8 7 11.7  75   28  107 379 -465  2
4253500 2702500  7  2 20  20.0 1003 201  2.1 6 11.1  74    0    6 375 -444  2
4253500 2702500  7  2 21  19.5 1004 227  2.4 8 11.0  75    0    0 378 -427  2
4253500 2702500  7  2 22  18.4 1005 234  0.6 7 10.9  79    0    0 380 -421  2
4253500 2702500  7  2 23  18.2 1005 225  2.3 6 10.8  81    0    0 369 -419  2
4253500 2702500  7  2 24  17.6 1006 212  1.4 5 10.5  81    0    0 357 -418  2
4253500 2702500  7  3  1  17.6 1006 239  0.9 7 10.5  83    0    0 360 -417  2
4253500 2702500  7  3  2  16.6 1006 277  1.2 5 10.5  86    0    0 359 -416  2
4253500 2702500  7  3  3  16.7 1007  32  0.1 5 10.4  87    0    0 348 -415  2
4253500 2702500  7  3  4  16.6 1007 347  0.5 5 10.2  85    0    0 348 -414  2
4253500 2702500  7  3  5  16.0 1008 317  0.3 5  9.9  84    8   19 348 -413  2
4253500 2702500  7  3  6  16.7 1008 358  0.5 3  9.9  85   62   66 337 -415  2
4253500 2702500  7  3  7  17.8 1008  18  1.6 3 10.0  80  141  115 329 -420  2
4253500 2702500  7  3  8  18.6 1008  51  2.2 4  9.7  74  235  163 338 -429  2
4253500 2702500  7  3  9  19.4 1008  49  2.5 5  9.5  69  293  225 351 -443  2
4253500 2702500  7  3 10  20.4 1007  72  2.9 6  9.4  64  168  327 365 -460  2
4253500 2702500  7  3 11  20.9 1007  48  2.3 5  9.4  61  479  270 369 -477  2
4253500 2702500  7  3 12  21.6 1007  62  2.5 4  9.4  59  396  342 365 -494  2
4253500 2702500  7  3 13  22.3 1006  74  2.8 6  9.5  57  213  393 373 -506  2
4253500 2702500  7  3 14  22.3 1005  79  3.0 7  9.6  57    9  267 386 -513  2
4253500 2702500  7  3 15  22.2 1005  54  3.2 8  9.6  57    0  177 393 -519  2
4253500 2702500  7  3 16  22.4 1004  21  2.5 8  9.7  57    0  141 397 -521  2
4253500 2702500  7  3 17  22.6 1004  36  3.6 8  9.7  56    4  168 398 -516  2
4253500 2702500  7  3 18  22.5 1003  13  3.0 7  9.8  57   20  149 396 -505  2
4253500 2702500  7  3 19  21.4 1003 345  2.0 7 10.1  61    0   63 391 -491  2
4253500 2702500  7  3 20  20.6 1003 329  1.6 8 10.4  66    0   13 393 -475  2
4253500 2702500  7  3 21  18.6 1003  49  2.2 8 10.5  73    0    0 394 -461  2
4253500 2702500  7  3 22  17.7 1004  94  1.9 8 10.7  81    0    0 389 -441  2
4253500 2702500  7  3 23  17.8 1004  88  1.8 8 10.8  84    0    0 387 -420  2
4253500 2702500  7  3 24  17.3 1004 342  2.6 8 10.9  86    0    0 385 -410  2
4253500 2702500  7  4  1  17.0 1003 331  0.6 7 10.8  87    0    0 378 -406  2
4253500 2702500  7  4  2  16.9 1003 224  1.9 7 10.6  87    0    0 373 -406  2
4253500 2702500  7  4  3  16.8 1004 299  1.3 8 10.5  87    0    0 376 -406  2
4253500 2702500  7  4  4  16.4 1004 326  0.8 8 10.5  87    0    0 380 -404  2
4253500 2702500  7  4  5  16.2 1003 240  0.9 7 10.4  89   17   17 375 -401  2
4253500 2702500  7  4  6  16.4 1004 293  0.6 4 10.4  89   30   44 357 -400  2
4253500 2702500  7  4  7  16.7 1004 273  1.3 6 10.7  89    1   83 353 -404  2
4253500 2702500  7  4  8  16.8 1004 309  1.0 8 10.8  89    0   97 372 -412  2
4253500 2702500  7  4  9  17.1 1004 286  1.4 7 10.8  88    0  152 377 -425  2
4253500 2702500  7  4 10  17.7 1005 297  1.4 6 10.9  87    1  202 371 -439  2
4253500 2702500  7  4 11  17.9 1004 323  1.0 8 10.9  84    5  240 378 -453  2
4253500 2702500  7  4 12  18.7 1004 308  1.3 8 10.9  82    0  229 389 -464  2
4253500 2702500  7  4 13  18.9 1004 356  1.3 8 11.0  80   29  281 391 -468  2
4253500 2702500  7  4 14  19.2 1004 350  1.4 6 11.0  79   21  264 383 -472  2
4253500 2702500  7  4 15  19.5 1004 320  0.6 8 11.1  78    0  111 384 -472  2
4253500 2702500  7  4 16  20.4 1004 337  2.0 7 11.3  77    0  148 390 -467  2
4253500 2702500  7  4 17  20.3 1003  27  1.9 7 11.3  75    0   95 387 -463  2
4253500 2702500  7  4 18  20.6 1003   8  1.5 8 11.4  74    0   42 391 -457  2
4253500 2702500  7  4 19  20.6 1003  41  0.8 8 11.5  75    0   28 395 -449  2
4253500 2702500  7  4 20  20.2 1003 135  0.6 6 11.4  75    0    4 385 -442  2
4253500 2702500  7  4 21  19.4 1003 347  0.1 6 11.3  77    0    0 373 -432  2
4253500 2702500  7  4 22  18.9 1003 322  0.0 6 11.4  81    0    0 371 -423  2
4253500 2702500  7  4 23  19.0 1003 221  0.2 6 11.5  83    0    0 370 -418  2
4253500 2702500  7  4 24  18.7 1004 356  0.9 7 11.6  84    0    0 374 -416  2
4253500 2702500  7  5  1  18.3 1003 313  1.0 8 11.6  86    0    0 382 -416  2
4253500 2702500  7  5  2  18.0 1003 328  0.2 7 11.6  88    0    0 381 -415  2
4253500 2702500  7  5  3  17.9 1003  22  0.3 7 11.5  88    0    0 378 -413  2
4253500 2702500  7  5  4  17.9 1003 337  0.0 7 11.5  88    0    0 377 -412  2
4253500 2702500  7  5  5  17.3 1002 304  0.5 7 11.3  88    0   10 376 -411  2
4253500 2702500  7  5  6  17.6 1002  13  0.5 6 11.3  89   10   55 372 -413  2
4253500 2702500  7  5  7  18.0 1002 309  0.0 7 11.6  90   35  122 371 -417  2
4253500 2702500  7  5  8  19.2 1002  14  0.4 7 11.4  84   39  189 376 -424  2
4253500 2702500  7  5  9  19.9 1002   7  0.8 8 11.1  77   18  229 380 -438  2
4253500 2702500  7  5 10  20.2 1002 359  0.8 8 11.1  75    8  247 384 -457  2
4253500 2702500  7  5 11  20.9 1002  58  1.4 8 11.2  73   25  306 386 -475  2
4253500 2702500  7  5 12  21.6 1002  13  0.7 7 11.3  71   70  354 386 -488  2
4253500 2702500  7  5 13  22.5 1002  59  1.8 6 11.4  68  138  378 383 -496  2
4253500 2702500  7  5 14  23.4 1001  73  1.9 5 11.4  64  247  363 380 -503  2
4253500 2702500  7  5 15  24.2 1001  81  1.5 5 11.4  61  324  306 380 -506  2
4253500 2702500  7  5 16  24.3 1001  53  1.8 5 11.4  59  384  222 380 -504  2
4253500 2702500  7  5 17  24.3 1000  66  2.3 3 11.3  58  288  189 374 -498  2
4253500 2702500  7  5 18  24.3 1000  65  2.3 3 11.3  58  194  145 367 -489  2
4253500 2702500  7  5 19  23.8  999  87  1.8 1 11.3  59   83  102 361 -476  2
4253500 2702500  7  5 20  22.5 1000  71  1.4 1 11.7  64    9   41 353 -462  2
4253500 2702500  7  5 21  21.0 1000  93  0.4 1 12.0  72    0    0 350 -447  2
4253500 2702500  7  5 22  20.3 1000 105  0.3 0 12.1  78    0    0 343 -434  2
4253500 2702500  7  5 23  20.2 1000  86  0.9 1 12.1  80    0    0 342 -426  2
4253500 2702500  7  5 24  19.2 1000 105  0.1 2 11.9  81    0    0 345 -420  2
4253500 2702500  7  6  1  19.0 1000 100  0.1 3 11.7  83    0    0 348 -415  2
4253500 2702500  7  6  2  18.5 1001  23  0.9 3 11.7  85    0    0 347 -412  2
4253500 2702500  7  6  3  18.8 1000  74  0.5 4 11.7  85    0    0 350 -410  2
4253500 2702500  7  6  4  19.5 1000 138  0.1 6 12.0  85    0    0 361 -407  2
4253500 2702500  7  6  5  19.9 1000 199  0.5 7 12.5  85    0    2 375 -407  2
4253500 2702500  7  6  6  20.2  999  97  0.3 8 12.8  86    0   14 382 -409  2
4253500 2702500  7  6  7  20.2  999 179  0.8 8 13.0  86    0   72 386 -417  2
4253500 2702500  7  6  8  20.6  999 138  1.0 7 13.2  86   72  193 383 -430  2
4253500 2702500  7  6  9  22.7  999  53  1.6 4 13.4  81  389  164 371 -439  2
4253500 2702500  7  6 10  24.2  998 184  2.1 5 13.7  74  332  268 373 -449  2
4253500 2702500  7  6 11  25.5  998  60  2.5 5 13.9  69  339  317 386 -464  2
4253500 2702500  7  6 12  26.2  998   4  3.0 6 13.9  65  177  377 396 -480  2
4253500 2702500  7  6 13  26.9  997  67  3.4 7 13.9  62   24  310 404 -500  2
4253500 2702500  7  6 14  26.5  996 354  3.6 6 14.5  65    8  258 406 -514  2
4253500 2702500  7  6 15  27.4  996  41  5.1 5 14.9  65   28  279 403 -520  2
4253500 2702500  7  6 16  26.3  995  69  4.5 5 14.6  64   84  276 400 -521  2
4253500 2702500  7  6 17  24.1  995   1  2.6 4 14.2  69  114  225 391 -515  2
4253500 2702500  7  6 18  19.7  995 326  4.0 6 13.1  78    0   64 380 -505  2
4253500 2702500  7  6 19  19.8  996 110  0.9 7 12.5  85    0   22 382 -493  2
4253500 2702500  7  6 20  19.7  996 266  0.2 8 12.5  85    0    9 389 -479  2
4253500 2702500  7  6 21  19.7  995 131  0.0 8 12.5  85    0    0 392 -464  2
4253500 2702500  7  6 22  19.6  996 221  0.5 8 12.6  86    0    0 391 -452  2
4253500 2702500  7  6 23  19.6  996 207  1.4 8 12.6  87    0    0 391 -445  2
4253500 2702500  7  6 24  19.0  995 206  1.1 7 12.6  88    0    0 386 -442  2
4253500 2702500  7  7  1  18.6  995 307  0.5 5 12.5  90    0    0 373 -440  2
4253500 2702500  7  7  2  18.5  996 195  0.2 4 12.4  91    0    0 360 -436  2
4253500 2702500  7  7  3  18.2  996 167  0.4 3 12.2  90    0    0 351 -429  2
4253500 2702500  7  7  4  18.0  996 126  0.8 4 11.9  90    0    0 349 -422  2
4253500 2702500  7  7  5  17.9  996 116  1.6 4 11.9  90    0    6 351 -418  2
4253500 2702500  7  7  6  19.1  996 128  1.2 7 12.4  91    0   29 364 -417  2
4253500 2702500  7  7  7  18.7  996 235  1.0 5 12.8  91   26  121 369 -423  2
4253500 2702500  7  7  8  19.8  996 178  1.3 6 13.0  91   48  196 366 -434  2
4253500 2702500  7  7  9  21.4  997 227  1.7 4 13.4  86  357  194 369 -452  2
4253500 2702500  7  7 10  22.6  997 238  0.7 2 13.4  79  604  147 359 -474  2
4253500 2702500  7  7 11  24.5  997 264  1.7 1 13.1  71  698  152 356 -492  2
4253500 2702500  7  7 12  25.4  997 322  1.2 1 12.8  63  750  156 362 -509  2
4253500 2702500  7  7 13  26.9  997 223  0.7 1 12.7  59  721  179 368 -521  2
4253500 2702500  7  7 14  27.4  996  28  1.8 1 12.4  54  609  225 373 -526  2
4253500 2702500  7  7 15  28.4  997 348  1.2 2 11.4  48  321  319 378 -526  2
4253500 2702500  7  7 16  27.6  997 350  1.6 3 11.3  47  144  296 384 -522  2
4253500 2702500  7  7 17  21.9  996 340  2.2 5 11.2  56   23  203 380 -517  2
4253500 2702500  7  7 18  21.4  997  35  2.4 3 11.6  70   39  162 369 -508  2
4253500 2702500  7  7 19  20.5  998 305  1.1 5 12.5  79   15   94 368 -496  2
4253500 2702500  7  7 20  21.0  998 241  2.0 8 12.7  81    0    8 382 -483  2
4253500 2702500  7  7 21  20.9  999 217  2.4 8 12.6  79    0    0 393 -470  2
4253500 2702500  7  7 22  20.7  999  27  0.9 8 12.3  79    0    0 392 -462  2
4253500 2702500  7  7 23  20.5  999 282  0.4 8 12.3  80    0    0 392 -458  2
4253500 2702500  7  7 24  20.0  998 183  0.6 8 12.4  82    0    0 391 -452  2
4253500 2702500  7  8  1  20.4  999 166  0.2 8 12.6  83    0    0 391 -443  2
4253500 2702500  7  8  2  20.2  999  97  0.0 7 12.6  83    0    0 389 -436  2
4253500 2702500  7  8  3  19.9  999 187  0.7 6 12.4  83    0    0 380 -433  2
4253500 2702500  7  8  4  19.6  999 173  1.0 6 12.4  85    0    0 376 -430  2
4253500 2702500  7  8  5  19.0  999 198  2.0 5 12.4  87    2   15 371 -427  2
4253500 2702500  7  8  6  19.8  998 213  0.8 5 12.6  87   12   54 368 -429  2
4253500 2702500  7  8  7  20.5  998 223  0.8 4 13.0  86   86  120 366 -433  2
4253500 2702500  7  8  8  21.8  998 257  1.7 5 13.2  82  267  138 370 -434  2
4253500 2702500  7  8  9  22.9  998 261  1.0 7 13.2  76  119  259 390 -435  2
4253500 2702500  7  8 10  22.3  998 277  1.8 6 13.3  76  140  315 397 -444  2
4253500 2702500  7  8 11  23.7  998 280  2.4 5 13.3  74  200  351 392 -460  2
4253500 2702500  7  8 12  23.4  998 269  2.5 6 13.2  71    1  230 394 -472  2
4253500 2702500  7  8 13  21.6  998 270  3.6 6 13.1  75    0  171 394 -480  2
4253500 2702500  7  8 14  21.5  999 281  3.5 6 13.0  79    0  169 390 -486  2
4253500 2702500  7  8 15  19.3  999 298  2.5 6 12.4  81    0   96 384 -486  2
4253500 2702500  7  8 16  19.2  999 284  1.9 8 12.3  86    0   77 385 -484  2
4253500 2702500  7  8 17  18.8  999 286  1.2 8 12.4  89    0  100 388 -479  2
4253500 2702500  7  8 18  18.9  999 276  0.2 7 12.2  88   31  153 385 -472  2
4253500 2702500  7  8 19  19.6  999 292  0.6 5 12.2  86   90   99 379 -463  2
4253500 2702500  7  8 20  19.3  999 206  0.6 4 12.0  84   18   41 370 -451  2
4253500 2702500  7  8 21  18.4 1000 211  0.9 3 11.7  84    0    0 361 -439  2
4253500 2702500  7  8 22  18.2 1000 194  0.7 1 11.5  86    0    0 348 -429  2
4253500 2702500  7  8 23  17.8 1000 188  0.8 0 11.3  86    0    0 335 -421  2
4253500 2702500  7  8 24  17.0 1000 202  1.2 0 11.0  87    0    0 329 -416  2
4253500 2702500  7  9  1  16.5 1000 204  1.3 2 10.7  88    0    0 333 -411  2
4253500 2702500  7  9  2  16.4 1000 176  1.6 3 10.5  88    0    0 342 -408  2
4253500 2702500  7  9  3  16.3  999 137  2.1 2 10.5  88    0    0 342 -405  2
4253500 2702500  7  9  4  16.3  999 151  1.6 3 10.5  89    0    0 341 -402  2
4253500 2702500  7  9  5  16.1  999 141  1.4 2 10.4  88    2   16 339 -400  2
4253500 2702500  7  9  6  16.8  998 147  1.0 3 10.7  90   51   62 339 -401  2
4253500 2702500  7  9  7  18.7  998 133  0.8 1 11.6  90  197   90 340 -409  2
4253500 2702500  7  9  8  21.1  998 111  0.8 1 12.4  83  353  104 341 -426  2
4253500 2702500  7  9  9  22.7  997 121  2.1 0 12.5  74  500  113 346 -449  2
4253500 2702500  7  9 10  24.5  996 106  3.1 1 12.5  67  605  131 354 -473  2
4253500 2702500  7  9 11  24.8  996 127  3.1 1 12.2  62  702  135 363 -495  2
4253500 2702500  7  9 12  25.6  995 193  3.2 3 11.7  57  522  272 373 -511  2
4253500 2702500  7  9 13  25.6  995 156  3.3 4 10.8  52  295  369 384 -503  2
4253500 2702500  7  9 14  25.4  995 159  3.4 4 10.1  49  308  349 385 -490  2
4253500 2702500  7  9 15  25.2  995 210  3.1 5 10.6  52  154  330 386 -490  2
4253500 2702500  7  9 16  22.6  995 291  2.2 6 11.4  60   14  231 387 -485  2
4253500 2702500  7  9 17  23.1  995 304  2.7 6 11.3  63  102  228 386 -479  2
4253500 2702500  7  9 18  23.6  995 230  2.9 7 11.2  61   56  164 391 -475  2
4253500 2702500  7  9 19  23.5  995 208  1.7 5 11.8  64   32  101 390 -467  2
4253500 2702500  7  9 20  23.7  995 241  1.5 4 11.2  60    0   19 378 -456  2
4253500 2702500  7  9 21  22.2  996 234  1.7 4 10.2  57    0    0 370 -446  2
4253500 2702500  7  9 22  21.3  996 267  1.9 1 10.0  60    0    0 354 -436  2
4253500 2702500  7  9 23  20.4  997 214  1.5 0  9.8  62    0    0 332 -433  2
4253500 2702500  7  9 24  20.9  997 194  1.5 1  9.6  62    0    0 331 -431  2
4253500 2702500  7 10  1  20.3  997 305  2.2 0  9.6  62    0    0 331 -428  2
4253500 2702500  7 10  2  20.6  997  98  3.4 0  9.5  62    0    0 327 -426  2
4253500 2702500  7 10  3  19.8  998  15  2.4 1  9.5  63    0    0 330 -423  2
4253500 2702500  7 10  4  18.6  998 224  2.0 1  9.5  67    0    0 330 -417  2
4253500 2702500  7 10  5  18.9  998 126  2.2 2  9.4  68   12   21 333 -412  2
4253500 2702500  7 10  6  19.8  998  69  2.9 1  9.1  64   82   63 332 -413  2
4253500 2702500  7 10  7  20.2  999 221  3.6 1  8.7  59  196   96 329 -421  2
4253500 2702500  7 10  8  20.5  999 258  5.7 1  8.5  56  333  118 329 -434  2
4253500 2702500  7 10  9  21.7  999 229  6.1 1  8.3  52  473  133 333 -451  2
4253500 2702500  7 10 10  21.8  999 233  6.6 3  7.8  47  275  300 345 -465  2
4253500 2702500  7 10 11  21.0  999 251  4.3 4  7.6  47  346  325 358 -476  2
4253500 2702500  7 10 12  22.8  999 257  5.2 3  7.7  46  504  288 363 -486  2
4253500 2702500  7 10 13  22.8  999 269  3.7 3  7.4  42  484  307 363 -491  2
4253500 2702500  7 10 14  23.9  998 212  5.1 4  7.2  40  448  305 367 -491  2
4253500 2702500  7 10 15  24.2  998 220  4.3 3  7.3  39  492  240 367 -490  2
4253500 2702500  7 10 16  24.4  998 258  5.0 3  7.4  38  383  229 362 -483  2
4253500 2702500  7 10 17  24.7  998 242  4.4 3  7.2  37  196  223 361 -469  2
4253500 2702500  7 10 18  24.4  998 262  3.6 3  7.2  37  130  165 359 -459  2
4253500 2702500  7 10 19  22.8  998 251  0.9 2  7.4  40   52  104 349 -452  2
4253500 2702500  7 10 20  21.9  998 237  2.4 5  8.0  47    2   35 353 -440  2
4253500 2702500  7 10 21  21.3  998 219  2.6 7  8.4  51    0    0 370 -429  2
4253500 2702500  7 10 22  20.8  999 204  1.5 8  8.5  54    0    0 380 -423  2
4253500 2702500  7 10 23  20.2  999 210  1.3 8  8.5  55    0    0 383 -419  2
4253500 2702500  7 10 24  20.1  999 248  2.2 8  8.6  58    0    0 384 -417  2
4253500 2702500  7 11  1  19.1  999 244  1.2 6  8.8  61    0    0 376 -416  2
4253500 2702500  7 11  2  18.9  999 244  1.0 6  8.9  64    0    0 368 -414  2
4253500 2702500  7 11  3  18.6  999 243  0.2 7  9.1  66    0    0 371 -412  2
4253500 2702500  7 11  4  18.3  999 258  0.3 6  9.1  68    0    0 371 -411  2
4253500 2702500  7 11  5  17.6  999 241  0.5 5  9.1  70    0    3 362 -411  2
4253500 2702500  7 11  6  18.5  999 257  0.4 6  9.3  71    2   42 361 -411  2
4253500 2702500  7 11  7  19.2  999 257  0.4 8  9.5  69   21  109 375 -413  2
4253500 2702500  7 11  8  19.8 1000 254  0.2 6  9.6  66  168  169 377 -417  2
4253500 2702500  7 11  9  20.6 1000 249  1.0 6  9.5  63  172  241 370 -426  2
4253500 2702500  7 11 10  21.5 1000 256  1.3 7  9.5  60   60  293 377 -436  2
4253500 2702500  7 11 11  21.5 1000 285  1.5 7  9.4  58  162  334 380 -438  2
4253500 2702500  7 11 12  21.9 1000 231  1.3 5  9.2  56  169  352 373 -440  2
4253500 2702500  7 11 13  23.5  999 239  1.8 3  9.0  51  651  186 364 -444  2
4253500 2702500  7 11 14  23.5  999 289  2.1 4  8.8  48  272  332 362 -450  2
4253500 2702500  7 11 15  24.5  999 293  2.9 7  8.6  45   23  263 373 -453  2
4253500 2702500  7 11 16  23.1  998 247  2.1 5  8.8  47   96  261 375 -454  2
4253500 2702500  7 11 17  24.2  998 311  1.2 3  8.5  46  370  133 360 -458  2
4253500 2702500  7 11 18  24.4  998 302  1.1 2  7.7  40  221  122 349 -456  2
4253500 2702500  7 11 19  24.0  998  23  0.9 1  7.8  40   95   91 341 -449  2
4253500 2702500  7 11 20  22.7  998  58  0.7 3  8.3  45    6   35 342 -437  2
4253500 2702500  7 11 21  21.4  998 150  1.5 4  9.2  54    0    0 350 -424  2
4253500 2702500  7 11 22  21.2  998 216  1.1 5  9.5  59    0    0 355 -413  2
4253500 2702500  7 11 23  19.4  999 167  1.5 4  9.7  64    0    0 352 -407  2
4253500 2702500  7 11 24  18.8  998 165  1.3 3  9.8  70    0    0 342 -405  2
4253500 2702500  7 12  1  18.2  998 136  0.3 2  9.9  73    0    0 333 -402  2
4253500 2702500  7 12  2  17.9  998 124  0.5 3 10.3  78    0    0 331 -400  2
4253500 2702500  7 12  3  17.3  998 149  1.3 5 10.4  81    0    0 340 -400  2
4253500 2702500  7 12  4  17.2  998 174  0.6 6 10.4  83    0    0 349 -404  2
4253500 2702500  7 12  5  16.9  998 175  2.6 7 10.3  83    0    9 356 -409  2
4253500 2702500  7 12  6  17.9  998 145  2.4 8 10.3  82    0   23 366 -412  2
4253500 2702500  7 12  7  18.5  998 251  2.2 7 10.0  75    0   67 369 -415  2
4253500 2702500  7 12  8  19.2  999 266  1.3 6  9.8  71   68  196 362 -422  2
4253500 2702500  7 12  9  20.2  999 256  1.9 4 10.0  69  366  195 354 -431  2
4253500 2702500  7 12 10  20.9  998 283  3.8 5 10.3  67  104  319 356 -434  2
4253500 2702500  7 12 11  21.8  999 101  2.6 5 10.2  63  101  351 366 -437  2
4253500 2702500  7 12 12  22.1  999 330  3.7 5  9.4  56  196  387 369 -431  2
4253500 2702500  7 12 13  22.3  998 267  4.4 4  8.7  51  469  329 367 -438  2
4253500 2702500  7 12 14  23.3  998 242  5.0 3  7.8  44  534  279 362 -461  2
4253500 2702500  7 12 15  22.8  997 244  5.8 3  7.2  40  473  265 358 -466  2
4253500 2702500  7 12 16  23.2  997 280  5.3 4  6.8  38  416  225 358 -464  2
4253500 2702500  7 12 17  22.5  997 243  4.5 4  6.5  37  239  221 357 -460  2
4253500 2702500  7 12 18  22.2  997 238  3.1 5  6.5  38   73  168 356 -450  2
4253500 2702500  7 12 19  21.4  997 248  0.9 4  6.6  40   47  106 353 -443  2
4253500 2702500  7 12 20  20.2  998 253  1.2 5  6.7  43    2   34 349 -435  2
4253500 2702500  7 12 21  19.7  998 230  1.2 6  7.1  48    0    0 351 -425  2
4253500 2702500  7 12 22  17.4  998 296  1.5 7  7.8  57    0    0 354 -416  2
4253500 2702500  7 12 23  16.4  999 265  0.2 6  8.4  69    0    0 350 -409  2
4253500 2702500  7 12 24  16.0 1000 231  0.2 5  8.5  73    0    0 341 -403  2
4253500 2702500  7 13  1  16.5 1000 242  2.1 7  8.4  72    0    0 345 -401  2
4253500 2702500  7 13  2  16.1  999 240  0.2 7  8.0  68    0    0 353 -397  2
4253500 2702500  7 13  3  15.3  999 219  0.6 7  8.0  71    0    0 352 -394  2
4253500 2702500  7 13  4  15.2 1000 218  0.5 6  8.1  74    0    0 346 -392  2
4253500 2702500  7 13  5  15.2 1000 208  0.4 5  8.0  73    2   13 338 -390  2
4253500 2702500  7 13  6  15.8 1000 228  1.3 3  7.9  71   56   59 324 -389  2
4253500 2702500  7 13  7  16.2 1000 248  2.0 4  8.0  69   89  113 319 -392  2
4253500 2702500  7 13  8  15.4 1000 246  1.2 6  8.3  73  181  168 333 -399  2
4253500 2702500  7 13  9  17.1 1000 224  4.0 5  8.1  70  296  206 340 -404  2
4253500 2702500  7 13 10  17.9 1000 264  3.1 5  7.7  61  198  304 340 -412  2
4253500 2702500  7 13 11  17.6  999 228  3.9 5  7.7  60   58  320 341 -414  2
4253500 2702500  7 13 12  17.2  999 248  4.3 5  7.3  58   53  329 340 -409  2
4253500 2702500  7 13 13  16.7  999 235  3.9 5  7.1  58  210  359 338 -406  2
